GAS_ZONES,TIMESERIES,gas_import_ref_quantity,gas_export_ref_quantity
MN,20171028,945710.738291618,0
MD,20171028,0,0
MI,20171028,56969.0920873521,1063759.3442792
GA,20171028,0,0
LA,20171028,0,0
ME,20171028,121816.323306832,0
MT,20171028,1163139.35294111,0
MA,20171028,0,0
WA,20171028,964088.041817862,34532.25402913
MS,20171028,0,0
ND,20171028,1268964.0700289,0
AZ,20171028,0,217735.099145478
VT,20171028,36307.0122232971,0
ND,20171029,1268964.0700289,0
MS,20171029,0,0
MD,20171029,0,0
CA,20171029,0,269980.776126718
WA,20171029,964088.041817862,34532.25402913
ME,20171029,121816.323306832,0
NH,20171029,245226.797122818,0
NY,20171029,465200.661274446,0
FL,20171029,0,0
MI,20171029,56969.0920873521,1063759.3442792
AZ,20171029,0,217735.099145478
VT,20171029,36307.0122232971,0
MN,20171029,945710.738291618,0
TX,20171029,2295.82724530761,3311253.29747356
LA,20171029,0,0
MT,20171029,1163139.35294111,0
ID,20171029,2146255.45325701,0
GA,20171029,0,0
MA,20171029,0,0
MN,20171003,945710.738291618,0
MT,20171003,1163139.35294111,0
VT,20171003,36307.0122232971,0
GA,20171003,0,0
NY,20171003,465200.661274446,0
MA,20171003,0,0
LA,20171003,0,0
ME,20171003,121816.323306832,0
MS,20171003,0,0
WA,20171003,964088.041817862,34532.25402913
MI,20171003,56969.0920873521,1063759.3442792
TX,20171003,2295.82724530761,3311253.29747356
ID,20171003,2146255.45325701,0
ND,20171003,1268964.0700289,0
CA,20171003,0,269980.776126718
NH,20171003,245226.797122818,0
FL,20171003,0,0
MD,20171003,0,0
AZ,20171003,0,217735.099145478
AZ,20171030,0,217735.099145478
MI,20171030,56969.0920873521,1063759.3442792
VT,20171030,36307.0122232971,0
MN,20171030,945710.738291618,0
MA,20171030,0,0
FL,20171030,0,0
ME,20171030,121816.323306832,0
TX,20171030,2295.82724530761,3311253.29747356
MD,20171030,0,0
MS,20171030,0,0
MT,20171030,1163139.35294111,0
NH,20171030,245226.797122818,0
LA,20171030,0,0
CA,20171030,0,269980.776126718
ID,20171030,2146255.45325701,0
WA,20171030,964088.041817862,34532.25402913
NY,20171030,465200.661274446,0
ND,20171030,1268964.0700289,0
GA,20171030,0,0
VT,20171031,36307.0122232971,0
WA,20171031,964088.041817862,34532.25402913
TX,20171031,2295.82724530761,3311253.29747356
MI,20171031,56969.0920873521,1063759.3442792
FL,20171031,0,0
MN,20171031,945710.738291618,0
ID,20171031,2146255.45325701,0
AZ,20171031,0,217735.099145478
MA,20171031,0,0
MT,20171031,1163139.35294111,0
MS,20171031,0,0
GA,20171031,0,0
MD,20171031,0,0
ND,20171031,1268964.0700289,0
NH,20171031,245226.797122818,0
NY,20171031,465200.661274446,0
LA,20171031,0,0
ME,20171031,121816.323306832,0
CA,20171031,0,269980.776126718
MN,20171004,945710.738291618,0
NH,20171004,245226.797122818,0
MI,20171004,56969.0920873521,1063759.3442792
ID,20171004,2146255.45325701,0
MD,20171004,0,0
VT,20171004,36307.0122232971,0
GA,20171004,0,0
ME,20171004,121816.323306832,0
TX,20171004,2295.82724530761,3311253.29747356
MS,20171004,0,0
NY,20171004,465200.661274446,0
AZ,20171004,0,217735.099145478
ND,20171004,1268964.0700289,0
LA,20171004,0,0
MA,20171004,0,0
MT,20171004,1163139.35294111,0
FL,20171004,0,0
CA,20171004,0,269980.776126718
WA,20171004,964088.041817862,34532.25402913
VT,20171005,36307.0122232971,0
NY,20171005,465200.661274446,0
TX,20171005,2295.82724530761,3311253.29747356
ND,20171005,1268964.0700289,0
MN,20171005,945710.738291618,0
ME,20171005,121816.323306832,0
FL,20171005,0,0
MT,20171005,1163139.35294111,0
LA,20171005,0,0
CA,20171005,0,269980.776126718
GA,20171005,0,0
MS,20171005,0,0
MD,20171005,0,0
ID,20171005,2146255.45325701,0
MA,20171005,0,0
WA,20171005,964088.041817862,34532.25402913
NH,20171005,245226.797122818,0
AZ,20171005,0,217735.099145478
MI,20171005,56969.0920873521,1063759.3442792
NY,20171006,465200.661274446,0
MN,20171006,945710.738291618,0
CA,20171006,0,269980.776126718
AZ,20171006,0,217735.099145478
ID,20171006,2146255.45325701,0
MA,20171006,0,0
MT,20171006,1163139.35294111,0
ME,20171006,121816.323306832,0
FL,20171006,0,0
MD,20171006,0,0
ND,20171006,1268964.0700289,0
VT,20171006,36307.0122232971,0
TX,20171006,2295.82724530761,3311253.29747356
NH,20171006,245226.797122818,0
GA,20171006,0,0
MI,20171006,56969.0920873521,1063759.3442792
LA,20171006,0,0
WA,20171006,964088.041817862,34532.25402913
MS,20171006,0,0
ND,20171007,1268964.0700289,0
VT,20171007,36307.0122232971,0
MT,20171007,1163139.35294111,0
NY,20171007,465200.661274446,0
MN,20171007,945710.738291618,0
TX,20171007,2295.82724530761,3311253.29747356
GA,20171007,0,0
FL,20171007,0,0
MS,20171007,0,0
MA,20171007,0,0
CA,20171007,0,269980.776126718
MD,20171007,0,0
MI,20171007,56969.0920873521,1063759.3442792
WA,20171007,964088.041817862,34532.25402913
NH,20171007,245226.797122818,0
ME,20171007,121816.323306832,0
AZ,20171007,0,217735.099145478
ID,20171007,2146255.45325701,0
LA,20171007,0,0
FL,20171008,0,0
CA,20171008,0,269980.776126718
MT,20171008,1163139.35294111,0
MS,20171008,0,0
LA,20171008,0,0
VT,20171008,36307.0122232971,0
GA,20171008,0,0
ID,20171008,2146255.45325701,0
MD,20171008,0,0
MA,20171008,0,0
WA,20171008,964088.041817862,34532.25402913
ME,20171008,121816.323306832,0
NH,20171008,245226.797122818,0
NY,20171008,465200.661274446,0
TX,20171008,2295.82724530761,3311253.29747356
MN,20171008,945710.738291618,0
ND,20171008,1268964.0700289,0
AZ,20171008,0,217735.099145478
MI,20171008,56969.0920873521,1063759.3442792
MI,20171009,56969.0920873521,1063759.3442792
GA,20171009,0,0
FL,20171009,0,0
ND,20171009,1268964.0700289,0
NY,20171009,465200.661274446,0
ME,20171009,121816.323306832,0
MA,20171009,0,0
NH,20171009,245226.797122818,0
VT,20171009,36307.0122232971,0
MN,20171009,945710.738291618,0
TX,20171009,2295.82724530761,3311253.29747356
ID,20171009,2146255.45325701,0
MT,20171009,1163139.35294111,0
AZ,20171009,0,217735.099145478
MS,20171009,0,0
CA,20171009,0,269980.776126718
LA,20171009,0,0
WA,20171009,964088.041817862,34532.25402913
MD,20171009,0,0
WA,20171101,978951.991708563,39651.1647095053
ID,20171101,2179345.61943075,0
TX,20171101,2331.22345359125,3802099.03999494
MS,20171101,0,0
AZ,20171101,0,249227.790801737
FL,20171101,0,0
MD,20171101,0,0
ME,20171101,123694.441950527,0
MA,20171101,0,0
NH,20171101,249007.612428252,0
ND,20171101,1288528.48482492,0
MI,20171101,57847.4203036303,1221446.38851866
MN,20171101,960291.353770012,0
VT,20171101,36866.7801977558,0
NY,20171101,472372.951582359,0
CA,20171101,0,309954.753554295
LA,20171101,0,0
MT,20171101,1181072.20171436,0
GA,20171101,0,0
ND,20171110,1288528.48482492,0
TX,20171110,2331.22345359125,3802099.03999494
LA,20171110,0,0
MA,20171110,0,0
NY,20171110,472372.951582359,0
MT,20171110,1181072.20171436,0
MS,20171110,0,0
WA,20171110,978951.991708563,39651.1647095053
ID,20171110,2179345.61943075,0
FL,20171110,0,0
CA,20171110,0,309954.753554295
VT,20171110,36866.7801977558,0
AZ,20171110,0,249227.790801737
ME,20171110,123694.441950527,0
MD,20171110,0,0
MI,20171110,57847.4203036303,1221446.38851866
NH,20171110,249007.612428252,0
GA,20171110,0,0
MN,20171110,960291.353770012,0
MN,20171111,960291.353770012,0
MA,20171111,0,0
CA,20171111,0,309954.753554295
ID,20171111,2179345.61943075,0
ND,20171111,1288528.48482492,0
WA,20171111,978951.991708563,39651.1647095053
VT,20171111,36866.7801977558,0
TX,20171111,2331.22345359125,3802099.03999494
MD,20171111,0,0
GA,20171111,0,0
MI,20171111,57847.4203036303,1221446.38851866
NH,20171111,249007.612428252,0
AZ,20171111,0,249227.790801737
MT,20171111,1181072.20171436,0
NY,20171111,472372.951582359,0
LA,20171111,0,0
ME,20171111,123694.441950527,0
MS,20171111,0,0
FL,20171111,0,0
ND,20171112,1288528.48482492,0
NY,20171112,472372.951582359,0
NH,20171112,249007.612428252,0
MS,20171112,0,0
MA,20171112,0,0
WA,20171112,978951.991708563,39651.1647095053
MN,20171112,960291.353770012,0
MD,20171112,0,0
GA,20171112,0,0
ID,20171112,2179345.61943075,0
TX,20171112,2331.22345359125,3802099.03999494
MI,20171112,57847.4203036303,1221446.38851866
VT,20171112,36866.7801977558,0
MT,20171112,1181072.20171436,0
CA,20171112,0,309954.753554295
ME,20171112,123694.441950527,0
LA,20171112,0,0
FL,20171112,0,0
AZ,20171112,0,249227.790801737
ID,20171113,2179345.61943075,0
ND,20171113,1288528.48482492,0
MI,20171113,57847.4203036303,1221446.38851866
ME,20171113,123694.441950527,0
TX,20171113,2331.22345359125,3802099.03999494
CA,20171113,0,309954.753554295
AZ,20171113,0,249227.790801737
VT,20171113,36866.7801977558,0
WA,20171113,978951.991708563,39651.1647095053
FL,20171113,0,0
GA,20171113,0,0
MN,20171113,960291.353770012,0
MA,20171113,0,0
MT,20171113,1181072.20171436,0
LA,20171113,0,0
MS,20171113,0,0
MD,20171113,0,0
NH,20171113,249007.612428252,0
NY,20171113,472372.951582359,0
MN,20171114,960291.353770012,0
LA,20171114,0,0
FL,20171114,0,0
MI,20171114,57847.4203036303,1221446.38851866
MT,20171114,1181072.20171436,0
NH,20171114,249007.612428252,0
MD,20171114,0,0
VT,20171114,36866.7801977558,0
NY,20171114,472372.951582359,0
GA,20171114,0,0
CA,20171114,0,309954.753554295
ID,20171114,2179345.61943075,0
MS,20171114,0,0
ME,20171114,123694.441950527,0
ND,20171114,1288528.48482492,0
MA,20171114,0,0
WA,20171114,978951.991708563,39651.1647095053
TX,20171114,2331.22345359125,3802099.03999494
AZ,20171114,0,249227.790801737
NY,20171115,472372.951582359,0
ND,20171115,1288528.48482492,0
ME,20171115,123694.441950527,0
CA,20171115,0,309954.753554295
MI,20171115,57847.4203036303,1221446.38851866
LA,20171115,0,0
MT,20171115,1181072.20171436,0
MS,20171115,0,0
GA,20171115,0,0
MA,20171115,0,0
WA,20171115,978951.991708563,39651.1647095053
FL,20171115,0,0
NH,20171115,249007.612428252,0
VT,20171115,36866.7801977558,0
AZ,20171115,0,249227.790801737
TX,20171115,2331.22345359125,3802099.03999494
MD,20171115,0,0
MN,20171115,960291.353770012,0
ID,20171115,2179345.61943075,0
ND,20171116,1288528.48482492,0
MS,20171116,0,0
VT,20171116,36866.7801977558,0
GA,20171116,0,0
NH,20171116,249007.612428252,0
MI,20171116,57847.4203036303,1221446.38851866
MT,20171116,1181072.20171436,0
CA,20171116,0,309954.753554295
MN,20171116,960291.353770012,0
ME,20171116,123694.441950527,0
NY,20171116,472372.951582359,0
LA,20171116,0,0
MA,20171116,0,0
MD,20171116,0,0
FL,20171116,0,0
WA,20171116,978951.991708563,39651.1647095053
ID,20171116,2179345.61943075,0
TX,20171116,2331.22345359125,3802099.03999494
AZ,20171116,0,249227.790801737
LA,20171117,0,0
ND,20171117,1288528.48482492,0
MA,20171117,0,0
NY,20171117,472372.951582359,0
MS,20171117,0,0
CA,20171117,0,309954.753554295
MT,20171117,1181072.20171436,0
MD,20171117,0,0
AZ,20171117,0,249227.790801737
MN,20171117,960291.353770012,0
WA,20171117,978951.991708563,39651.1647095053
VT,20171117,36866.7801977558,0
GA,20171117,0,0
MI,20171117,57847.4203036303,1221446.38851866
TX,20171117,2331.22345359125,3802099.03999494
FL,20171117,0,0
NH,20171117,249007.612428252,0
ID,20171117,2179345.61943075,0
ME,20171117,123694.441950527,0
GA,20171118,0,0
NY,20171118,472372.951582359,0
LA,20171118,0,0
MD,20171118,0,0
CA,20171118,0,309954.753554295
MI,20171118,57847.4203036303,1221446.38851866
TX,20171118,2331.22345359125,3802099.03999494
MA,20171118,0,0
MN,20171118,960291.353770012,0
MT,20171118,1181072.20171436,0
WA,20171118,978951.991708563,39651.1647095053
FL,20171118,0,0
MS,20171118,0,0
VT,20171118,36866.7801977558,0
NH,20171118,249007.612428252,0
ND,20171118,1288528.48482492,0
ID,20171118,2179345.61943075,0
AZ,20171118,0,249227.790801737
ME,20171118,123694.441950527,0
NH,20171119,249007.612428252,0
MD,20171119,0,0
CA,20171119,0,309954.753554295
MN,20171119,960291.353770012,0
WA,20171119,978951.991708563,39651.1647095053
MT,20171119,1181072.20171436,0
MI,20171119,57847.4203036303,1221446.38851866
LA,20171119,0,0
NY,20171119,472372.951582359,0
FL,20171119,0,0
ND,20171119,1288528.48482492,0
ME,20171119,123694.441950527,0
AZ,20171119,0,249227.790801737
TX,20171119,2331.22345359125,3802099.03999494
GA,20171119,0,0
MA,20171119,0,0
VT,20171119,36866.7801977558,0
MS,20171119,0,0
ID,20171119,2179345.61943075,0
MS,20171102,0,0
ID,20171102,2179345.61943075,0
AZ,20171102,0,249227.790801737
FL,20171102,0,0
ME,20171102,123694.441950527,0
ND,20171102,1288528.48482492,0
MA,20171102,0,0
MT,20171102,1181072.20171436,0
WA,20171102,978951.991708563,39651.1647095053
CA,20171102,0,309954.753554295
MD,20171102,0,0
VT,20171102,36866.7801977558,0
MI,20171102,57847.4203036303,1221446.38851866
NY,20171102,472372.951582359,0
MN,20171102,960291.353770012,0
TX,20171102,2331.22345359125,3802099.03999494
GA,20171102,0,0
LA,20171102,0,0
NH,20171102,249007.612428252,0
ME,20171120,123694.441950527,0
GA,20171120,0,0
MN,20171120,960291.353770012,0
ID,20171120,2179345.61943075,0
TX,20171120,2331.22345359125,3802099.03999494
VT,20171120,36866.7801977558,0
NY,20171120,472372.951582359,0
MA,20171120,0,0
WA,20171120,978951.991708563,39651.1647095053
ND,20171120,1288528.48482492,0
MI,20171120,57847.4203036303,1221446.38851866
FL,20171120,0,0
CA,20171120,0,309954.753554295
LA,20171120,0,0
NH,20171120,249007.612428252,0
MD,20171120,0,0
MT,20171120,1181072.20171436,0
MS,20171120,0,0
AZ,20171120,0,249227.790801737
MS,20171121,0,0
ME,20171121,123694.441950527,0
ND,20171121,1288528.48482492,0
LA,20171121,0,0
NY,20171121,472372.951582359,0
TX,20171121,2331.22345359125,3802099.03999494
AZ,20171121,0,249227.790801737
MD,20171121,0,0
GA,20171121,0,0
CA,20171121,0,309954.753554295
VT,20171121,36866.7801977558,0
NH,20171121,249007.612428252,0
MA,20171121,0,0
WA,20171121,978951.991708563,39651.1647095053
MI,20171121,57847.4203036303,1221446.38851866
MN,20171121,960291.353770012,0
MT,20171121,1181072.20171436,0
FL,20171121,0,0
ID,20171121,2179345.61943075,0
ID,20171122,2179345.61943075,0
AZ,20171122,0,249227.790801737
WA,20171122,978951.991708563,39651.1647095053
ME,20171122,123694.441950527,0
GA,20171122,0,0
VT,20171122,36866.7801977558,0
CA,20171122,0,309954.753554295
LA,20171122,0,0
NY,20171122,472372.951582359,0
TX,20171122,2331.22345359125,3802099.03999494
ND,20171122,1288528.48482492,0
MN,20171122,960291.353770012,0
MI,20171122,57847.4203036303,1221446.38851866
MA,20171122,0,0
FL,20171122,0,0
MS,20171122,0,0
MD,20171122,0,0
NH,20171122,249007.612428252,0
MT,20171122,1181072.20171436,0
MD,20171123,0,0
AZ,20171123,0,249227.790801737
WA,20171123,978951.991708563,39651.1647095053
CA,20171123,0,309954.753554295
MT,20171123,1181072.20171436,0
MS,20171123,0,0
MI,20171123,57847.4203036303,1221446.38851866
NH,20171123,249007.612428252,0
MA,20171123,0,0
NY,20171123,472372.951582359,0
VT,20171123,36866.7801977558,0
GA,20171123,0,0
ME,20171123,123694.441950527,0
FL,20171123,0,0
ND,20171123,1288528.48482492,0
LA,20171123,0,0
TX,20171123,2331.22345359125,3802099.03999494
ID,20171123,2179345.61943075,0
MN,20171123,960291.353770012,0
VT,20171124,36866.7801977558,0
LA,20171124,0,0
MD,20171124,0,0
MT,20171124,1181072.20171436,0
ND,20171124,1288528.48482492,0
ID,20171124,2179345.61943075,0
WA,20171124,978951.991708563,39651.1647095053
NY,20171124,472372.951582359,0
MS,20171124,0,0
CA,20171124,0,309954.753554295
FL,20171124,0,0
TX,20171124,2331.22345359125,3802099.03999494
NH,20171124,249007.612428252,0
AZ,20171124,0,249227.790801737
MA,20171124,0,0
ME,20171124,123694.441950527,0
MN,20171124,960291.353770012,0
MI,20171124,57847.4203036303,1221446.38851866
GA,20171124,0,0
MA,20171125,0,0
AZ,20171125,0,249227.790801737
FL,20171125,0,0
NY,20171125,472372.951582359,0
GA,20171125,0,0
NH,20171125,249007.612428252,0
WA,20171125,978951.991708563,39651.1647095053
ID,20171125,2179345.61943075,0
MD,20171125,0,0
CA,20171125,0,309954.753554295
TX,20171125,2331.22345359125,3802099.03999494
VT,20171125,36866.7801977558,0
MI,20171125,57847.4203036303,1221446.38851866
LA,20171125,0,0
ME,20171125,123694.441950527,0
MS,20171125,0,0
MT,20171125,1181072.20171436,0
ND,20171125,1288528.48482492,0
MN,20171125,960291.353770012,0
MN,20171126,960291.353770012,0
VT,20171126,36866.7801977558,0
MI,20171126,57847.4203036303,1221446.38851866
NY,20171126,472372.951582359,0
MS,20171126,0,0
GA,20171126,0,0
FL,20171126,0,0
MD,20171126,0,0
CA,20171126,0,309954.753554295
ND,20171126,1288528.48482492,0
NH,20171126,249007.612428252,0
LA,20171126,0,0
MT,20171126,1181072.20171436,0
AZ,20171126,0,249227.790801737
WA,20171126,978951.991708563,39651.1647095053
TX,20171126,2331.22345359125,3802099.03999494
ME,20171126,123694.441950527,0
MA,20171126,0,0
ID,20171126,2179345.61943075,0
MN,20171127,960291.353770012,0
NY,20171127,472372.951582359,0
CA,20171127,0,309954.753554295
ID,20171127,2179345.61943075,0
MD,20171127,0,0
GA,20171127,0,0
MT,20171127,1181072.20171436,0
ND,20171127,1288528.48482492,0
FL,20171127,0,0
LA,20171127,0,0
MS,20171127,0,0
MA,20171127,0,0
AZ,20171127,0,249227.790801737
MI,20171127,57847.4203036303,1221446.38851866
VT,20171127,36866.7801977558,0
ME,20171127,123694.441950527,0
NH,20171127,249007.612428252,0
WA,20171127,978951.991708563,39651.1647095053
TX,20171127,2331.22345359125,3802099.03999494
MN,20171128,960291.353770012,0
ME,20171128,123694.441950527,0
FL,20171128,0,0
GA,20171128,0,0
CA,20171128,0,309954.753554295
VT,20171128,36866.7801977558,0
MT,20171128,1181072.20171436,0
NY,20171128,472372.951582359,0
LA,20171128,0,0
ND,20171128,1288528.48482492,0
MD,20171128,0,0
TX,20171128,2331.22345359125,3802099.03999494
ID,20171128,2179345.61943075,0
MA,20171128,0,0
AZ,20171128,0,249227.790801737
MS,20171128,0,0
WA,20171128,978951.991708563,39651.1647095053
NH,20171128,249007.612428252,0
MI,20171128,57847.4203036303,1221446.38851866
VT,20171129,36866.7801977558,0
CA,20171129,0,309954.753554295
MD,20171129,0,0
MN,20171129,960291.353770012,0
LA,20171129,0,0
MI,20171129,57847.4203036303,1221446.38851866
ID,20171129,2179345.61943075,0
NH,20171129,249007.612428252,0
ND,20171129,1288528.48482492,0
MA,20171129,0,0
MT,20171129,1181072.20171436,0
NY,20171129,472372.951582359,0
ME,20171129,123694.441950527,0
WA,20171129,978951.991708563,39651.1647095053
TX,20171129,2331.22345359125,3802099.03999494
MS,20171129,0,0
AZ,20171129,0,249227.790801737
GA,20171129,0,0
FL,20171129,0,0
ME,20171103,123694.441950527,0
MN,20171103,960291.353770012,0
FL,20171103,0,0
MS,20171103,0,0
WA,20171103,978951.991708563,39651.1647095053
NH,20171103,249007.612428252,0
AZ,20171103,0,249227.790801737
MI,20171103,57847.4203036303,1221446.38851866
ND,20171103,1288528.48482492,0
TX,20171103,2331.22345359125,3802099.03999494
MD,20171103,0,0
MA,20171103,0,0
CA,20171103,0,309954.753554295
VT,20171103,36866.7801977558,0
LA,20171103,0,0
GA,20171103,0,0
NY,20171103,472372.951582359,0
MT,20171103,1181072.20171436,0
ID,20171103,2179345.61943075,0
MA,20171130,0,0
TX,20171130,2331.22345359125,3802099.03999494
MN,20171130,960291.353770012,0
ID,20171130,2179345.61943075,0
LA,20171130,0,0
MI,20171130,57847.4203036303,1221446.38851866
VT,20171130,36866.7801977558,0
NY,20171130,472372.951582359,0
AZ,20171130,0,249227.790801737
GA,20171130,0,0
ME,20171130,123694.441950527,0
FL,20171130,0,0
MS,20171130,0,0
MD,20171130,0,0
ND,20171130,1288528.48482492,0
WA,20171130,978951.991708563,39651.1647095053
NH,20171130,249007.612428252,0
MT,20171130,1181072.20171436,0
CA,20171130,0,309954.753554295
ND,20171104,1288528.48482492,0
VT,20171104,36866.7801977558,0
MI,20171104,57847.4203036303,1221446.38851866
ME,20171104,123694.441950527,0
WA,20171104,978951.991708563,39651.1647095053
AZ,20171104,0,249227.790801737
MT,20171104,1181072.20171436,0
TX,20171104,2331.22345359125,3802099.03999494
MS,20171104,0,0
FL,20171104,0,0
ID,20171104,2179345.61943075,0
LA,20171104,0,0
MD,20171104,0,0
NY,20171104,472372.951582359,0
NH,20171104,249007.612428252,0
MN,20171104,960291.353770012,0
GA,20171104,0,0
CA,20171104,0,309954.753554295
MA,20171104,0,0
NH,20171105,249007.612428252,0
ND,20171105,1288528.48482492,0
TX,20171105,2331.22345359125,3802099.03999494
ME,20171105,123694.441950527,0
WA,20171105,978951.991708563,39651.1647095053
MI,20171105,57847.4203036303,1221446.38851866
GA,20171105,0,0
MN,20171105,960291.353770012,0
ID,20171105,2179345.61943075,0
VT,20171105,36866.7801977558,0
MD,20171105,0,0
MS,20171105,0,0
LA,20171105,0,0
FL,20171105,0,0
NY,20171105,472372.951582359,0
MA,20171105,0,0
AZ,20171105,0,249227.790801737
CA,20171105,0,309954.753554295
MT,20171105,1181072.20171436,0
MN,20171106,960291.353770012,0
FL,20171106,0,0
WA,20171106,978951.991708563,39651.1647095053
MA,20171106,0,0
TX,20171106,2331.22345359125,3802099.03999494
MS,20171106,0,0
ME,20171106,123694.441950527,0
ID,20171106,2179345.61943075,0
MI,20171106,57847.4203036303,1221446.38851866
AZ,20171106,0,249227.790801737
VT,20171106,36866.7801977558,0
CA,20171106,0,309954.753554295
ND,20171106,1288528.48482492,0
NH,20171106,249007.612428252,0
LA,20171106,0,0
NY,20171106,472372.951582359,0
MT,20171106,1181072.20171436,0
GA,20171106,0,0
MD,20171106,0,0
LA,20171107,0,0
GA,20171107,0,0
MD,20171107,0,0
WA,20171107,978951.991708563,39651.1647095053
NH,20171107,249007.612428252,0
MI,20171107,57847.4203036303,1221446.38851866
NY,20171107,472372.951582359,0
ME,20171107,123694.441950527,0
MA,20171107,0,0
MT,20171107,1181072.20171436,0
TX,20171107,2331.22345359125,3802099.03999494
ND,20171107,1288528.48482492,0
MS,20171107,0,0
VT,20171107,36866.7801977558,0
FL,20171107,0,0
ID,20171107,2179345.61943075,0
MN,20171107,960291.353770012,0
AZ,20171107,0,249227.790801737
CA,20171107,0,309954.753554295
MI,20171108,57847.4203036303,1221446.38851866
MT,20171108,1181072.20171436,0
ME,20171108,123694.441950527,0
NH,20171108,249007.612428252,0
MD,20171108,0,0
TX,20171108,2331.22345359125,3802099.03999494
MS,20171108,0,0
ID,20171108,2179345.61943075,0
WA,20171108,978951.991708563,39651.1647095053
ND,20171108,1288528.48482492,0
AZ,20171108,0,249227.790801737
FL,20171108,0,0
CA,20171108,0,309954.753554295
MA,20171108,0,0
VT,20171108,36866.7801977558,0
MN,20171108,960291.353770012,0
LA,20171108,0,0
NY,20171108,472372.951582359,0
GA,20171108,0,0
MA,20171109,0,0
MN,20171109,960291.353770012,0
VT,20171109,36866.7801977558,0
CA,20171109,0,309954.753554295
WA,20171109,978951.991708563,39651.1647095053
ND,20171109,1288528.48482492,0
MS,20171109,0,0
MI,20171109,57847.4203036303,1221446.38851866
ME,20171109,123694.441950527,0
GA,20171109,0,0
MD,20171109,0,0
LA,20171109,0,0
NY,20171109,472372.951582359,0
MT,20171109,1181072.20171436,0
NH,20171109,249007.612428252,0
TX,20171109,2331.22345359125,3802099.03999494
ID,20171109,2179345.61943075,0
FL,20171109,0,0
AZ,20171109,0,249227.790801737
MS,20171201,0,0
MN,20171201,1101428.39406404,0
ND,20171201,1477907.56854651,0
TX,20171201,2673.85069605488,3709168.13789471
AZ,20171201,0,243069.023974612
WA,20171201,1122831.64464645,38682.0109691587
GA,20171201,0,0
MA,20171201,0,0
ID,20171201,2499650.89896559,0
FL,20171201,0,0
VT,20171201,42285.2068261472,0
CA,20171201,0,302374.829167291
ME,20171201,141874.203091956,0
MD,20171201,0,0
NH,20171201,285605.044333509,0
MI,20171201,66349.4375906195,1191591.7967371
NY,20171201,541799.089847115,0
LA,20171201,0,0
MT,20171201,1354658.09756679,0
VT,20171210,42285.2068261472,0
ID,20171210,2499650.89896559,0
WA,20171210,1122831.64464645,38682.0109691587
MI,20171210,66349.4375906195,1191591.7967371
NH,20171210,285605.044333509,0
MA,20171210,0,0
MD,20171210,0,0
TX,20171210,2673.85069605488,3709168.13789471
CA,20171210,0,302374.829167291
MN,20171210,1101428.39406404,0
ND,20171210,1477907.56854651,0
MT,20171210,1354658.09756679,0
GA,20171210,0,0
LA,20171210,0,0
AZ,20171210,0,243069.023974612
FL,20171210,0,0
NY,20171210,541799.089847115,0
ME,20171210,141874.203091956,0
MS,20171210,0,0
ID,20171211,2499650.89896559,0
MA,20171211,0,0
MI,20171211,66349.4375906195,1191591.7967371
NH,20171211,285605.044333509,0
MT,20171211,1354658.09756679,0
ME,20171211,141874.203091956,0
FL,20171211,0,0
TX,20171211,2673.85069605488,3709168.13789471
MN,20171211,1101428.39406404,0
VT,20171211,42285.2068261472,0
ND,20171211,1477907.56854651,0
AZ,20171211,0,243069.023974612
WA,20171211,1122831.64464645,38682.0109691587
MS,20171211,0,0
MD,20171211,0,0
GA,20171211,0,0
NY,20171211,541799.089847115,0
CA,20171211,0,302374.829167291
LA,20171211,0,0
VT,20171212,42285.2068261472,0
AZ,20171212,0,243069.023974612
ID,20171212,2499650.89896559,0
ND,20171212,1477907.56854651,0
LA,20171212,0,0
NH,20171212,285605.044333509,0
WA,20171212,1122831.64464645,38682.0109691587
MN,20171212,1101428.39406404,0
NY,20171212,541799.089847115,0
MI,20171212,66349.4375906195,1191591.7967371
FL,20171212,0,0
MD,20171212,0,0
MT,20171212,1354658.09756679,0
MS,20171212,0,0
MA,20171212,0,0
ME,20171212,141874.203091956,0
TX,20171212,2673.85069605488,3709168.13789471
CA,20171212,0,302374.829167291
GA,20171212,0,0
NH,20171213,285605.044333509,0
MN,20171213,1101428.39406404,0
MI,20171213,66349.4375906195,1191591.7967371
TX,20171213,2673.85069605488,3709168.13789471
MA,20171213,0,0
MD,20171213,0,0
ME,20171213,141874.203091956,0
ID,20171213,2499650.89896559,0
CA,20171213,0,302374.829167291
WA,20171213,1122831.64464645,38682.0109691587
MS,20171213,0,0
VT,20171213,42285.2068261472,0
FL,20171213,0,0
LA,20171213,0,0
GA,20171213,0,0
NY,20171213,541799.089847115,0
ND,20171213,1477907.56854651,0
AZ,20171213,0,243069.023974612
MT,20171213,1354658.09756679,0
TX,20171214,2673.85069605488,3709168.13789471
MA,20171214,0,0
ID,20171214,2499650.89896559,0
MN,20171214,1101428.39406404,0
NH,20171214,285605.044333509,0
WA,20171214,1122831.64464645,38682.0109691587
MT,20171214,1354658.09756679,0
MD,20171214,0,0
LA,20171214,0,0
AZ,20171214,0,243069.023974612
FL,20171214,0,0
NY,20171214,541799.089847115,0
CA,20171214,0,302374.829167291
MI,20171214,66349.4375906195,1191591.7967371
VT,20171214,42285.2068261472,0
ME,20171214,141874.203091956,0
GA,20171214,0,0
ND,20171214,1477907.56854651,0
MS,20171214,0,0
