GAS_ZONES,TIMESERIES,gas_import_ref_quantity,gas_export_ref_quantity
MA,20020124,0,0
MD,20020124,0,0
MT,20020124,2275899.99261868,74702.941035923
ME,20020124,361053.547402948,0
ID,20020124,2108181.61015925,0
MN,20020124,1282856.68100171,0
LA,20020124,0,0
MS,20020124,0,0
FL,20020124,0,0
GA,20020124,0,0
TX,20020124,14744.2555542511,1026229.84191911
NH,20020124,87354.0204403722,0
AZ,20020124,0,44071.0153016247
CA,20020124,0,303159.055158334
ND,20020124,1457627.22901019,0
MI,20020124,56421.6565696108,1225429.54417079
GA,20020125,0,0
FL,20020125,0,0
MD,20020125,0,0
NY,20020125,2510552.98787252,0
MT,20020125,2275899.99261868,74702.941035923
NH,20020125,87354.0204403722,0
AZ,20020125,0,44071.0153016247
LA,20020125,0,0
WA,20020125,1047560.04799702,4512.08862865216
ID,20020125,2108181.61015925,0
MN,20020125,1282856.68100171,0
TX,20020125,14744.2555542511,1026229.84191911
MA,20020125,0,0
ME,20020125,361053.547402948,0
CA,20020125,0,303159.055158334
MI,20020125,56421.6565696108,1225429.54417079
MS,20020125,0,0
VT,20020125,26147.7836285723,0
ND,20020125,1457627.22901019,0
VT,20020126,26147.7836285723,0
MA,20020126,0,0
LA,20020126,0,0
GA,20020126,0,0
NH,20020126,87354.0204403722,0
MS,20020126,0,0
WA,20020126,1047560.04799702,4512.08862865216
TX,20020126,14744.2555542511,1026229.84191911
MN,20020126,1282856.68100171,0
AZ,20020126,0,44071.0153016247
FL,20020126,0,0
MD,20020126,0,0
CA,20020126,0,303159.055158334
MT,20020126,2275899.99261868,74702.941035923
MI,20020126,56421.6565696108,1225429.54417079
NY,20020126,2510552.98787252,0
ME,20020126,361053.547402948,0
ID,20020126,2108181.61015925,0
ND,20020126,1457627.22901019,0
TX,20020127,14744.2555542511,1026229.84191911
VT,20020127,26147.7836285723,0
ME,20020127,361053.547402948,0
MI,20020127,56421.6565696108,1225429.54417079
FL,20020127,0,0
ID,20020127,2108181.61015925,0
MS,20020127,0,0
MN,20020127,1282856.68100171,0
MD,20020127,0,0
WA,20020127,1047560.04799702,4512.08862865216
GA,20020127,0,0
NH,20020127,87354.0204403722,0
MA,20020127,0,0
ND,20020127,1457627.22901019,0
CA,20020127,0,303159.055158334
MT,20020127,2275899.99261868,74702.941035923
LA,20020127,0,0
NY,20020127,2510552.98787252,0
AZ,20020127,0,44071.0153016247
CA,20020128,0,303159.055158334
TX,20020128,14744.2555542511,1026229.84191911
MN,20020128,1282856.68100171,0
ND,20020128,1457627.22901019,0
WA,20020128,1047560.04799702,4512.08862865216
AZ,20020128,0,44071.0153016247
VT,20020128,26147.7836285723,0
MA,20020128,0,0
ID,20020128,2108181.61015925,0
NH,20020128,87354.0204403722,0
NY,20020128,2510552.98787252,0
ME,20020128,361053.547402948,0
FL,20020128,0,0
MT,20020128,2275899.99261868,74702.941035923
MD,20020128,0,0
GA,20020128,0,0
MI,20020128,56421.6565696108,1225429.54417079
LA,20020128,0,0
MS,20020128,0,0
NY,20020129,2510552.98787252,0
MA,20020129,0,0
VT,20020129,26147.7836285723,0
TX,20020129,14744.2555542511,1026229.84191911
NH,20020129,87354.0204403722,0
GA,20020129,0,0
ND,20020129,1457627.22901019,0
MT,20020129,2275899.99261868,74702.941035923
MS,20020129,0,0
MN,20020129,1282856.68100171,0
ID,20020129,2108181.61015925,0
WA,20020129,1047560.04799702,4512.08862865216
AZ,20020129,0,44071.0153016247
ME,20020129,361053.547402948,0
CA,20020129,0,303159.055158334
FL,20020129,0,0
LA,20020129,0,0
MD,20020129,0,0
MI,20020129,56421.6565696108,1225429.54417079
MI,20020103,56421.6565696108,1225429.54417079
MS,20020103,0,0
ND,20020103,1457627.22901019,0
ID,20020103,2108181.61015925,0
FL,20020103,0,0
GA,20020103,0,0
WA,20020103,1047560.04799702,4512.08862865216
MD,20020103,0,0
AZ,20020103,0,44071.0153016247
LA,20020103,0,0
NH,20020103,87354.0204403722,0
MT,20020103,2275899.99261868,74702.941035923
NY,20020103,2510552.98787252,0
MN,20020103,1282856.68100171,0
MA,20020103,0,0
CA,20020103,0,303159.055158334
TX,20020103,14744.2555542511,1026229.84191911
VT,20020103,26147.7836285723,0
ME,20020103,361053.547402948,0
ID,20020130,2108181.61015925,0
MI,20020130,56421.6565696108,1225429.54417079
VT,20020130,26147.7836285723,0
TX,20020130,14744.2555542511,1026229.84191911
MN,20020130,1282856.68100171,0
FL,20020130,0,0
NY,20020130,2510552.98787252,0
MS,20020130,0,0
NH,20020130,87354.0204403722,0
MA,20020130,0,0
GA,20020130,0,0
CA,20020130,0,303159.055158334
MT,20020130,2275899.99261868,74702.941035923
MD,20020130,0,0
AZ,20020130,0,44071.0153016247
ME,20020130,361053.547402948,0
ND,20020130,1457627.22901019,0
WA,20020130,1047560.04799702,4512.08862865216
LA,20020130,0,0
VT,20020131,26147.7836285723,0
MS,20020131,0,0
NH,20020131,87354.0204403722,0
ND,20020131,1457627.22901019,0
AZ,20020131,0,44071.0153016247
ME,20020131,361053.547402948,0
ID,20020131,2108181.61015925,0
MA,20020131,0,0
FL,20020131,0,0
WA,20020131,1047560.04799702,4512.08862865216
LA,20020131,0,0
GA,20020131,0,0
NY,20020131,2510552.98787252,0
MI,20020131,56421.6565696108,1225429.54417079
MN,20020131,1282856.68100171,0
MT,20020131,2275899.99261868,74702.941035923
MD,20020131,0,0
TX,20020131,14744.2555542511,1026229.84191911
CA,20020131,0,303159.055158334
GA,20020104,0,0
MI,20020104,56421.6565696108,1225429.54417079
MN,20020104,1282856.68100171,0
MD,20020104,0,0
VT,20020104,26147.7836285723,0
WA,20020104,1047560.04799702,4512.08862865216
FL,20020104,0,0
MS,20020104,0,0
MA,20020104,0,0
NY,20020104,2510552.98787252,0
AZ,20020104,0,44071.0153016247
LA,20020104,0,0
TX,20020104,14744.2555542511,1026229.84191911
CA,20020104,0,303159.055158334
MT,20020104,2275899.99261868,74702.941035923
ND,20020104,1457627.22901019,0
NH,20020104,87354.0204403722,0
ID,20020104,2108181.61015925,0
ME,20020104,361053.547402948,0
MD,20020105,0,0
MN,20020105,1282856.68100171,0
AZ,20020105,0,44071.0153016247
MS,20020105,0,0
NH,20020105,87354.0204403722,0
NY,20020105,2510552.98787252,0
MT,20020105,2275899.99261868,74702.941035923
WA,20020105,1047560.04799702,4512.08862865216
VT,20020105,26147.7836285723,0
MA,20020105,0,0
GA,20020105,0,0
ME,20020105,361053.547402948,0
FL,20020105,0,0
TX,20020105,14744.2555542511,1026229.84191911
CA,20020105,0,303159.055158334
LA,20020105,0,0
ID,20020105,2108181.61015925,0
ND,20020105,1457627.22901019,0
MI,20020105,56421.6565696108,1225429.54417079
LA,20020106,0,0
ID,20020106,2108181.61015925,0
ND,20020106,1457627.22901019,0
ME,20020106,361053.547402948,0
NY,20020106,2510552.98787252,0
GA,20020106,0,0
VT,20020106,26147.7836285723,0
MS,20020106,0,0
NH,20020106,87354.0204403722,0
CA,20020106,0,303159.055158334
MI,20020106,56421.6565696108,1225429.54417079
WA,20020106,1047560.04799702,4512.08862865216
FL,20020106,0,0
TX,20020106,14744.2555542511,1026229.84191911
AZ,20020106,0,44071.0153016247
MD,20020106,0,0
MA,20020106,0,0
MT,20020106,2275899.99261868,74702.941035923
MN,20020106,1282856.68100171,0
MN,20020107,1282856.68100171,0
AZ,20020107,0,44071.0153016247
VT,20020107,26147.7836285723,0
MT,20020107,2275899.99261868,74702.941035923
NY,20020107,2510552.98787252,0
WA,20020107,1047560.04799702,4512.08862865216
NH,20020107,87354.0204403722,0
ME,20020107,361053.547402948,0
MS,20020107,0,0
CA,20020107,0,303159.055158334
GA,20020107,0,0
ND,20020107,1457627.22901019,0
MD,20020107,0,0
TX,20020107,14744.2555542511,1026229.84191911
ID,20020107,2108181.61015925,0
LA,20020107,0,0
MI,20020107,56421.6565696108,1225429.54417079
FL,20020107,0,0
MA,20020107,0,0
AZ,20020108,0,44071.0153016247
NH,20020108,87354.0204403722,0
GA,20020108,0,0
MD,20020108,0,0
VT,20020108,26147.7836285723,0
MI,20020108,56421.6565696108,1225429.54417079
MN,20020108,1282856.68100171,0
NY,20020108,2510552.98787252,0
ND,20020108,1457627.22901019,0
MS,20020108,0,0
WA,20020108,1047560.04799702,4512.08862865216
LA,20020108,0,0
FL,20020108,0,0
MA,20020108,0,0
MT,20020108,2275899.99261868,74702.941035923
TX,20020108,14744.2555542511,1026229.84191911
CA,20020108,0,303159.055158334
ID,20020108,2108181.61015925,0
ME,20020108,361053.547402948,0
WA,20020109,1047560.04799702,4512.08862865216
FL,20020109,0,0
CA,20020109,0,303159.055158334
NY,20020109,2510552.98787252,0
MT,20020109,2275899.99261868,74702.941035923
LA,20020109,0,0
MI,20020109,56421.6565696108,1225429.54417079
ND,20020109,1457627.22901019,0
MN,20020109,1282856.68100171,0
GA,20020109,0,0
ID,20020109,2108181.61015925,0
MD,20020109,0,0
AZ,20020109,0,44071.0153016247
MS,20020109,0,0
TX,20020109,14744.2555542511,1026229.84191911
ME,20020109,361053.547402948,0
VT,20020109,26147.7836285723,0
NH,20020109,87354.0204403722,0
MA,20020109,0,0
TX,20021001,13026.0947613242,423809.158483431
MA,20021001,0,0
GA,20021001,0,0
CA,20021001,0,125308.382767504
NH,20021001,77174.5812362068,0
FL,20021001,0,0
WA,20021001,925486.973769396,1863.38810917413
MD,20021001,0,0
ID,20021001,1862513.39221381,0
AZ,20021001,0,18540.3515869706
LA,20021001,0,0
VT,20021001,23100.7598919555,0
ME,20021001,318979.666696504,0
NY,20021001,2217996.08688444,0
ND,20021001,1287768.67315615,0
MS,20021001,0,0
MN,20021001,1133364.28756541,0
MT,20021001,2010687.40717807,30850.5846190032
MI,20021001,49846.7923566842,506074.02229168
TX,20021010,13026.0947613242,423809.158483431
FL,20021010,0,0
NH,20021010,77174.5812362068,0
MS,20021010,0,0
ME,20021010,318979.666696504,0
NY,20021010,2217996.08688444,0
VT,20021010,23100.7598919555,0
MA,20021010,0,0
GA,20021010,0,0
AZ,20021010,0,18540.3515869706
MI,20021010,49846.7923566842,506074.02229168
ID,20021010,1862513.39221381,0
MT,20021010,2010687.40717807,30850.5846190032
WA,20021010,925486.973769396,1863.38810917413
MD,20021010,0,0
CA,20021010,0,125308.382767504
MN,20021010,1133364.28756541,0
LA,20021010,0,0
ND,20021010,1287768.67315615,0
MT,20021011,2010687.40717807,30850.5846190032
MI,20021011,49846.7923566842,506074.02229168
VT,20021011,23100.7598919555,0
CA,20021011,0,125308.382767504
LA,20021011,0,0
FL,20021011,0,0
WA,20021011,925486.973769396,1863.38810917413
MD,20021011,0,0
ID,20021011,1862513.39221381,0
MA,20021011,0,0
NH,20021011,77174.5812362068,0
MN,20021011,1133364.28756541,0
AZ,20021011,0,18540.3515869706
NY,20021011,2217996.08688444,0
TX,20021011,13026.0947613242,423809.158483431
GA,20021011,0,0
MS,20021011,0,0
ND,20021011,1287768.67315615,0
ME,20021011,318979.666696504,0
FL,20021012,0,0
TX,20021012,13026.0947613242,423809.158483431
CA,20021012,0,125308.382767504
NH,20021012,77174.5812362068,0
NY,20021012,2217996.08688444,0
WA,20021012,925486.973769396,1863.38810917413
MA,20021012,0,0
GA,20021012,0,0
MD,20021012,0,0
ME,20021012,318979.666696504,0
VT,20021012,23100.7598919555,0
AZ,20021012,0,18540.3515869706
MN,20021012,1133364.28756541,0
LA,20021012,0,0
ND,20021012,1287768.67315615,0
MI,20021012,49846.7923566842,506074.02229168
ID,20021012,1862513.39221381,0
MS,20021012,0,0
MT,20021012,2010687.40717807,30850.5846190032
ND,20021013,1287768.67315615,0
GA,20021013,0,0
MD,20021013,0,0
MN,20021013,1133364.28756541,0
WA,20021013,925486.973769396,1863.38810917413
ME,20021013,318979.666696504,0
ID,20021013,1862513.39221381,0
CA,20021013,0,125308.382767504
MT,20021013,2010687.40717807,30850.5846190032
NY,20021013,2217996.08688444,0
MS,20021013,0,0
MA,20021013,0,0
AZ,20021013,0,18540.3515869706
FL,20021013,0,0
TX,20021013,13026.0947613242,423809.158483431
NH,20021013,77174.5812362068,0
VT,20021013,23100.7598919555,0
MI,20021013,49846.7923566842,506074.02229168
LA,20021013,0,0
MN,20021014,1133364.28756541,0
LA,20021014,0,0
MT,20021014,2010687.40717807,30850.5846190032
MD,20021014,0,0
MI,20021014,49846.7923566842,506074.02229168
CA,20021014,0,125308.382767504
VT,20021014,23100.7598919555,0
ME,20021014,318979.666696504,0
AZ,20021014,0,18540.3515869706
ND,20021014,1287768.67315615,0
MA,20021014,0,0
FL,20021014,0,0
MS,20021014,0,0
GA,20021014,0,0
TX,20021014,13026.0947613242,423809.158483431
NH,20021014,77174.5812362068,0
WA,20021014,925486.973769396,1863.38810917413
ID,20021014,1862513.39221381,0
NY,20021014,2217996.08688444,0
MI,20021015,49846.7923566842,506074.02229168
MD,20021015,0,0
TX,20021015,13026.0947613242,423809.158483431
NY,20021015,2217996.08688444,0
AZ,20021015,0,18540.3515869706
NH,20021015,77174.5812362068,0
MA,20021015,0,0
WA,20021015,925486.973769396,1863.38810917413
MN,20021015,1133364.28756541,0
FL,20021015,0,0
ID,20021015,1862513.39221381,0
ME,20021015,318979.666696504,0
MT,20021015,2010687.40717807,30850.5846190032
VT,20021015,23100.7598919555,0
MS,20021015,0,0
ND,20021015,1287768.67315615,0
GA,20021015,0,0
LA,20021015,0,0
CA,20021015,0,125308.382767504
ND,20021016,1287768.67315615,0
MD,20021016,0,0
NY,20021016,2217996.08688444,0
GA,20021016,0,0
MA,20021016,0,0
MS,20021016,0,0
MI,20021016,49846.7923566842,506074.02229168
VT,20021016,23100.7598919555,0
AZ,20021016,0,18540.3515869706
MN,20021016,1133364.28756541,0
MT,20021016,2010687.40717807,30850.5846190032
WA,20021016,925486.973769396,1863.38810917413
LA,20021016,0,0
FL,20021016,0,0
NH,20021016,77174.5812362068,0
TX,20021016,13026.0947613242,423809.158483431
ME,20021016,318979.666696504,0
ID,20021016,1862513.39221381,0
CA,20021016,0,125308.382767504
ND,20021017,1287768.67315615,0
MN,20021017,1133364.28756541,0
VT,20021017,23100.7598919555,0
MT,20021017,2010687.40717807,30850.5846190032
MS,20021017,0,0
TX,20021017,13026.0947613242,423809.158483431
LA,20021017,0,0
GA,20021017,0,0
ME,20021017,318979.666696504,0
MI,20021017,49846.7923566842,506074.02229168
AZ,20021017,0,18540.3515869706
FL,20021017,0,0
CA,20021017,0,125308.382767504
ID,20021017,1862513.39221381,0
WA,20021017,925486.973769396,1863.38810917413
NH,20021017,77174.5812362068,0
MD,20021017,0,0
NY,20021017,2217996.08688444,0
MA,20021017,0,0
ND,20021018,1287768.67315615,0
MI,20021018,49846.7923566842,506074.02229168
GA,20021018,0,0
MT,20021018,2010687.40717807,30850.5846190032
NH,20021018,77174.5812362068,0
MD,20021018,0,0
TX,20021018,13026.0947613242,423809.158483431
VT,20021018,23100.7598919555,0
AZ,20021018,0,18540.3515869706
MN,20021018,1133364.28756541,0
NY,20021018,2217996.08688444,0
MS,20021018,0,0
MA,20021018,0,0
ID,20021018,1862513.39221381,0
LA,20021018,0,0
WA,20021018,925486.973769396,1863.38810917413
ME,20021018,318979.666696504,0
FL,20021018,0,0
CA,20021018,0,125308.382767504
CA,20021019,0,125308.382767504
NH,20021019,77174.5812362068,0
ID,20021019,1862513.39221381,0
GA,20021019,0,0
MS,20021019,0,0
MN,20021019,1133364.28756541,0
ND,20021019,1287768.67315615,0
MT,20021019,2010687.40717807,30850.5846190032
MA,20021019,0,0
TX,20021019,13026.0947613242,423809.158483431
WA,20021019,925486.973769396,1863.38810917413
AZ,20021019,0,18540.3515869706
MI,20021019,49846.7923566842,506074.02229168
ME,20021019,318979.666696504,0
VT,20021019,23100.7598919555,0
FL,20021019,0,0
NY,20021019,2217996.08688444,0
MD,20021019,0,0
LA,20021019,0,0
ID,20021002,1862513.39221381,0
FL,20021002,0,0
GA,20021002,0,0
MT,20021002,2010687.40717807,30850.5846190032
MA,20021002,0,0
MN,20021002,1133364.28756541,0
NY,20021002,2217996.08688444,0
ND,20021002,1287768.67315615,0
CA,20021002,0,125308.382767504
VT,20021002,23100.7598919555,0
MS,20021002,0,0
NH,20021002,77174.5812362068,0
MI,20021002,49846.7923566842,506074.02229168
LA,20021002,0,0
TX,20021002,13026.0947613242,423809.158483431
ME,20021002,318979.666696504,0
AZ,20021002,0,18540.3515869706
MD,20021002,0,0
WA,20021002,925486.973769396,1863.38810917413
NH,20021020,77174.5812362068,0
VT,20021020,23100.7598919555,0
ME,20021020,318979.666696504,0
MA,20021020,0,0
GA,20021020,0,0
LA,20021020,0,0
MD,20021020,0,0
ND,20021020,1287768.67315615,0
MT,20021020,2010687.40717807,30850.5846190032
NY,20021020,2217996.08688444,0
CA,20021020,0,125308.382767504
AZ,20021020,0,18540.3515869706
WA,20021020,925486.973769396,1863.38810917413
FL,20021020,0,0
MS,20021020,0,0
MN,20021020,1133364.28756541,0
TX,20021020,13026.0947613242,423809.158483431
ID,20021020,1862513.39221381,0
MI,20021020,49846.7923566842,506074.02229168
ME,20021021,318979.666696504,0
AZ,20021021,0,18540.3515869706
WA,20021021,925486.973769396,1863.38810917413
MS,20021021,0,0
MA,20021021,0,0
GA,20021021,0,0
VT,20021021,23100.7598919555,0
NY,20021021,2217996.08688444,0
NH,20021021,77174.5812362068,0
MD,20021021,0,0
CA,20021021,0,125308.382767504
MI,20021021,49846.7923566842,506074.02229168
FL,20021021,0,0
TX,20021021,13026.0947613242,423809.158483431
LA,20021021,0,0
MT,20021021,2010687.40717807,30850.5846190032
ID,20021021,1862513.39221381,0
ND,20021021,1287768.67315615,0
MN,20021021,1133364.28756541,0
FL,20021022,0,0
WA,20021022,925486.973769396,1863.38810917413
