GAS_ZONES,TIMESERIES,LNG_import_ref_quantity
NY,20071117,0
WA,20071117,0
AZ,20071117,0
TX,20071117,0
MD,20071117,178618.020634287
MN,20071117,0
ME,20071117,0
NH,20071117,0
MI,20071117,0
VT,20071117,0
LA,20071118,305143.110705573
MD,20071118,178618.020634287
WA,20071118,0
MA,20071118,470726.73055413
MS,20071118,0
ME,20071118,0
MI,20071118,0
MN,20071118,0
GA,20071118,370483.812403131
VT,20071118,0
MT,20071118,0
NH,20071118,0
ID,20071118,0
NY,20071118,0
ND,20071118,0
FL,20071118,0
CA,20071118,0
TX,20071118,0
AZ,20071118,0
TX,20071119,0
WA,20071119,0
AZ,20071119,0
MD,20071119,178618.020634287
ID,20071119,0
FL,20071119,0
LA,20071119,305143.110705573
CA,20071119,0
ME,20071119,0
MN,20071119,0
MT,20071119,0
NY,20071119,0
VT,20071119,0
NH,20071119,0
MA,20071119,470726.73055413
MS,20071119,0
GA,20071119,370483.812403131
ND,20071119,0
MI,20071119,0
TX,20071102,0
MS,20071102,0
MT,20071102,0
NH,20071102,0
FL,20071102,0
ID,20071102,0
AZ,20071102,0
ND,20071102,0
MI,20071102,0
MN,20071102,0
VT,20071102,0
WA,20071102,0
MD,20071102,178618.020634287
ME,20071102,0
GA,20071102,370483.812403131
NY,20071102,0
CA,20071102,0
MA,20071102,470726.73055413
LA,20071102,305143.110705573
FL,20071120,0
LA,20071120,305143.110705573
MS,20071120,0
NY,20071120,0
AZ,20071120,0
GA,20071120,370483.812403131
ID,20071120,0
ND,20071120,0
MI,20071120,0
CA,20071120,0
MN,20071120,0
MT,20071120,0
TX,20071120,0
MD,20071120,178618.020634287
VT,20071120,0
MA,20071120,470726.73055413
WA,20071120,0
ME,20071120,0
NH,20071120,0
ME,20071121,0
NY,20071121,0
GA,20071121,370483.812403131
ID,20071121,0
FL,20071121,0
MI,20071121,0
CA,20071121,0
LA,20071121,305143.110705573
AZ,20071121,0
ND,20071121,0
MS,20071121,0
WA,20071121,0
MD,20071121,178618.020634287
MT,20071121,0
MA,20071121,470726.73055413
NH,20071121,0
TX,20071121,0
VT,20071121,0
MN,20071121,0
AZ,20071122,0
LA,20071122,305143.110705573
MA,20071122,470726.73055413
MS,20071122,0
ND,20071122,0
NY,20071122,0
MT,20071122,0
MD,20071122,178618.020634287
NH,20071122,0
WA,20071122,0
TX,20071122,0
MI,20071122,0
VT,20071122,0
CA,20071122,0
GA,20071122,370483.812403131
ME,20071122,0
ID,20071122,0
MN,20071122,0
FL,20071122,0
GA,20071123,370483.812403131
TX,20071123,0
ND,20071123,0
MD,20071123,178618.020634287
MA,20071123,470726.73055413
MS,20071123,0
WA,20071123,0
MN,20071123,0
NY,20071123,0
AZ,20071123,0
FL,20071123,0
CA,20071123,0
ME,20071123,0
NH,20071123,0
MT,20071123,0
LA,20071123,305143.110705573
VT,20071123,0
ID,20071123,0
MI,20071123,0
MD,20071124,178618.020634287
ID,20071124,0
ND,20071124,0
MA,20071124,470726.73055413
CA,20071124,0
ME,20071124,0
AZ,20071124,0
WA,20071124,0
FL,20071124,0
NY,20071124,0
TX,20071124,0
GA,20071124,370483.812403131
LA,20071124,305143.110705573
MS,20071124,0
VT,20071124,0
MN,20071124,0
MT,20071124,0
MI,20071124,0
NH,20071124,0
ND,20071125,0
AZ,20071125,0
MT,20071125,0
ME,20071125,0
MS,20071125,0
MN,20071125,0
LA,20071125,305143.110705573
WA,20071125,0
TX,20071125,0
MA,20071125,470726.73055413
ID,20071125,0
CA,20071125,0
NH,20071125,0
FL,20071125,0
GA,20071125,370483.812403131
VT,20071125,0
MI,20071125,0
MD,20071125,178618.020634287
NY,20071125,0
LA,20071126,305143.110705573
MT,20071126,0
ME,20071126,0
TX,20071126,0
MA,20071126,470726.73055413
WA,20071126,0
ND,20071126,0
MN,20071126,0
MD,20071126,178618.020634287
MS,20071126,0
CA,20071126,0
AZ,20071126,0
VT,20071126,0
MI,20071126,0
GA,20071126,370483.812403131
ID,20071126,0
NH,20071126,0
NY,20071126,0
FL,20071126,0
MD,20071127,178618.020634287
MS,20071127,0
ME,20071127,0
CA,20071127,0
GA,20071127,370483.812403131
MT,20071127,0
TX,20071127,0
ND,20071127,0
VT,20071127,0
NY,20071127,0
WA,20071127,0
LA,20071127,305143.110705573
NH,20071127,0
ID,20071127,0
AZ,20071127,0
MA,20071127,470726.73055413
FL,20071127,0
MI,20071127,0
MN,20071127,0
ID,20071128,0
MI,20071128,0
ND,20071128,0
WA,20071128,0
MN,20071128,0
GA,20071128,370483.812403131
MS,20071128,0
NH,20071128,0
MA,20071128,470726.73055413
CA,20071128,0
MT,20071128,0
AZ,20071128,0
MD,20071128,178618.020634287
VT,20071128,0
ME,20071128,0
TX,20071128,0
FL,20071128,0
LA,20071128,305143.110705573
NY,20071128,0
ID,20071129,0
CA,20071129,0
MT,20071129,0
GA,20071129,370483.812403131
ND,20071129,0
VT,20071129,0
MD,20071129,178618.020634287
MN,20071129,0
NY,20071129,0
MS,20071129,0
TX,20071129,0
MI,20071129,0
AZ,20071129,0
NH,20071129,0
LA,20071129,305143.110705573
FL,20071129,0
ME,20071129,0
WA,20071129,0
MA,20071129,470726.73055413
MS,20071103,0
WA,20071103,0
AZ,20071103,0
ME,20071103,0
NH,20071103,0
GA,20071103,370483.812403131
ID,20071103,0
LA,20071103,305143.110705573
MA,20071103,470726.73055413
FL,20071103,0
MD,20071103,178618.020634287
MT,20071103,0
MN,20071103,0
MI,20071103,0
ND,20071103,0
NY,20071103,0
VT,20071103,0
CA,20071103,0
TX,20071103,0
VT,20071130,0
ND,20071130,0
NH,20071130,0
TX,20071130,0
MA,20071130,470726.73055413
ME,20071130,0
MS,20071130,0
GA,20071130,370483.812403131
ID,20071130,0
MT,20071130,0
FL,20071130,0
LA,20071130,305143.110705573
AZ,20071130,0
MI,20071130,0
WA,20071130,0
MN,20071130,0
MD,20071130,178618.020634287
NY,20071130,0
CA,20071130,0
ID,20071104,0
MS,20071104,0
ME,20071104,0
AZ,20071104,0
ND,20071104,0
VT,20071104,0
NH,20071104,0
MT,20071104,0
TX,20071104,0
FL,20071104,0
MD,20071104,178618.020634287
WA,20071104,0
MI,20071104,0
MA,20071104,470726.73055413
CA,20071104,0
NY,20071104,0
MN,20071104,0
LA,20071104,305143.110705573
GA,20071104,370483.812403131
MI,20071105,0
NH,20071105,0
ME,20071105,0
MT,20071105,0
WA,20071105,0
ID,20071105,0
FL,20071105,0
LA,20071105,305143.110705573
NY,20071105,0
MD,20071105,178618.020634287
AZ,20071105,0
TX,20071105,0
MA,20071105,470726.73055413
MN,20071105,0
ND,20071105,0
CA,20071105,0
VT,20071105,0
MS,20071105,0
GA,20071105,370483.812403131
FL,20071106,0
MS,20071106,0
TX,20071106,0
AZ,20071106,0
WA,20071106,0
ND,20071106,0
MA,20071106,470726.73055413
MD,20071106,178618.020634287
GA,20071106,370483.812403131
MN,20071106,0
LA,20071106,305143.110705573
CA,20071106,0
ME,20071106,0
NH,20071106,0
MI,20071106,0
NY,20071106,0
VT,20071106,0
ID,20071106,0
MT,20071106,0
ME,20071107,0
ID,20071107,0
MT,20071107,0
MS,20071107,0
WA,20071107,0
MN,20071107,0
MI,20071107,0
ND,20071107,0
MA,20071107,470726.73055413
TX,20071107,0
CA,20071107,0
FL,20071107,0
GA,20071107,370483.812403131
NH,20071107,0
VT,20071107,0
LA,20071107,305143.110705573
NY,20071107,0
AZ,20071107,0
MD,20071107,178618.020634287
ME,20071108,0
LA,20071108,305143.110705573
ND,20071108,0
AZ,20071108,0
MA,20071108,470726.73055413
TX,20071108,0
VT,20071108,0
GA,20071108,370483.812403131
NY,20071108,0
MT,20071108,0
MD,20071108,178618.020634287
MN,20071108,0
WA,20071108,0
MI,20071108,0
ID,20071108,0
FL,20071108,0
MS,20071108,0
NH,20071108,0
CA,20071108,0
ND,20071109,0
NH,20071109,0
GA,20071109,370483.812403131
ME,20071109,0
ID,20071109,0
WA,20071109,0
CA,20071109,0
MS,20071109,0
AZ,20071109,0
MD,20071109,178618.020634287
LA,20071109,305143.110705573
NY,20071109,0
MN,20071109,0
FL,20071109,0
TX,20071109,0
VT,20071109,0
MA,20071109,470726.73055413
MT,20071109,0
MI,20071109,0
CA,20071201,0
VT,20071201,0
WA,20071201,0
ME,20071201,0
MT,20071201,0
NH,20071201,0
GA,20071201,317167.604904477
FL,20071201,0
MN,20071201,0
LA,20071201,261230.062786869
MA,20071201,402984.596616904
MD,20071201,152913.15814822
NY,20071201,0
TX,20071201,0
MS,20071201,0
AZ,20071201,0
ND,20071201,0
ID,20071201,0
MI,20071201,0
CA,20071210,0
ID,20071210,0
GA,20071210,317167.604904477
ME,20071210,0
MN,20071210,0
AZ,20071210,0
MD,20071210,152913.15814822
VT,20071210,0
LA,20071210,261230.062786869
NY,20071210,0
MT,20071210,0
FL,20071210,0
MS,20071210,0
NH,20071210,0
WA,20071210,0
TX,20071210,0
ND,20071210,0
MI,20071210,0
MA,20071210,402984.596616904
AZ,20071211,0
MD,20071211,152913.15814822
GA,20071211,317167.604904477
MN,20071211,0
ME,20071211,0
ID,20071211,0
MT,20071211,0
ND,20071211,0
TX,20071211,0
CA,20071211,0
FL,20071211,0
MS,20071211,0
NH,20071211,0
LA,20071211,261230.062786869
MI,20071211,0
VT,20071211,0
MA,20071211,402984.596616904
NY,20071211,0
WA,20071211,0
FL,20071212,0
MD,20071212,152913.15814822
ID,20071212,0
ME,20071212,0
VT,20071212,0
MN,20071212,0
WA,20071212,0
MS,20071212,0
NY,20071212,0
ND,20071212,0
MI,20071212,0
LA,20071212,261230.062786869
NH,20071212,0
MT,20071212,0
MA,20071212,402984.596616904
CA,20071212,0
AZ,20071212,0
TX,20071212,0
GA,20071212,317167.604904477
NH,20071213,0
MN,20071213,0
AZ,20071213,0
MD,20071213,152913.15814822
FL,20071213,0
MI,20071213,0
ND,20071213,0
WA,20071213,0
MS,20071213,0
ME,20071213,0
TX,20071213,0
CA,20071213,0
NY,20071213,0
VT,20071213,0
MT,20071213,0
ID,20071213,0
LA,20071213,261230.062786869
GA,20071213,317167.604904477
MA,20071213,402984.596616904
MD,20071214,152913.15814822
AZ,20071214,0
MA,20071214,402984.596616904
NY,20071214,0
VT,20071214,0
MN,20071214,0
TX,20071214,0
GA,20071214,317167.604904477
LA,20071214,261230.062786869
ID,20071214,0
FL,20071214,0
CA,20071214,0
MT,20071214,0
MS,20071214,0
WA,20071214,0
NH,20071214,0
ME,20071214,0
ND,20071214,0
MI,20071214,0
MI,20071215,0
MA,20071215,402984.596616904
VT,20071215,0
NH,20071215,0
MD,20071215,152913.15814822
MN,20071215,0
MS,20071215,0
MT,20071215,0
ID,20071215,0
LA,20071215,261230.062786869
WA,20071215,0
ND,20071215,0
NY,20071215,0
ME,20071215,0
TX,20071215,0
FL,20071215,0
AZ,20071215,0
GA,20071215,317167.604904477
CA,20071215,0
FL,20071216,0
VT,20071216,0
AZ,20071216,0
LA,20071216,261230.062786869
NH,20071216,0
MA,20071216,402984.596616904
MN,20071216,0
ME,20071216,0
MI,20071216,0
CA,20071216,0
MD,20071216,152913.15814822
MT,20071216,0
ND,20071216,0
WA,20071216,0
MS,20071216,0
ID,20071216,0
NY,20071216,0
GA,20071216,317167.604904477
TX,20071216,0
ME,20071217,0
ND,20071217,0
NY,20071217,0
WA,20071217,0
NH,20071217,0
MS,20071217,0
MI,20071217,0
MT,20071217,0
MN,20071217,0
MA,20071217,402984.596616904
TX,20071217,0
VT,20071217,0
CA,20071217,0
AZ,20071217,0
GA,20071217,317167.604904477
MD,20071217,152913.15814822
ID,20071217,0
FL,20071217,0
LA,20071217,261230.062786869
NH,20071218,0
ID,20071218,0
AZ,20071218,0
MN,20071218,0
MI,20071218,0
FL,20071218,0
MA,20071218,402984.596616904
LA,20071218,261230.062786869
MS,20071218,0
NY,20071218,0
GA,20071218,317167.604904477
TX,20071218,0
MD,20071218,152913.15814822
VT,20071218,0
MT,20071218,0
WA,20071218,0
ME,20071218,0
CA,20071218,0
ND,20071218,0
TX,20071219,0
WA,20071219,0
LA,20071219,261230.062786869
MT,20071219,0
VT,20071219,0
FL,20071219,0
ID,20071219,0
MN,20071219,0
GA,20071219,317167.604904477
CA,20071219,0
MI,20071219,0
NH,20071219,0
MS,20071219,0
ME,20071219,0
ND,20071219,0
AZ,20071219,0
MD,20071219,152913.15814822
NY,20071219,0
MA,20071219,402984.596616904
TX,20071202,0
ND,20071202,0
NY,20071202,0
MT,20071202,0
MS,20071202,0
MI,20071202,0
AZ,20071202,0
VT,20071202,0
MN,20071202,0
GA,20071202,317167.604904477
LA,20071202,261230.062786869
ID,20071202,0
MD,20071202,152913.15814822
CA,20071202,0
WA,20071202,0
NH,20071202,0
ME,20071202,0
FL,20071202,0
MA,20071202,402984.596616904
CA,20071220,0
MS,20071220,0
LA,20071220,261230.062786869
ID,20071220,0
MN,20071220,0
MI,20071220,0
ME,20071220,0
MD,20071220,152913.15814822
NY,20071220,0
TX,20071220,0
GA,20071220,317167.604904477
WA,20071220,0
MA,20071220,402984.596616904
NH,20071220,0
AZ,20071220,0
VT,20071220,0
ND,20071220,0
FL,20071220,0
MT,20071220,0
NY,20071221,0
NH,20071221,0
MA,20071221,402984.596616904
LA,20071221,261230.062786869
VT,20071221,0
AZ,20071221,0
MS,20071221,0
WA,20071221,0
MD,20071221,152913.15814822
ND,20071221,0
CA,20071221,0
MI,20071221,0
ID,20071221,0
MN,20071221,0
FL,20071221,0
ME,20071221,0
TX,20071221,0
MT,20071221,0
GA,20071221,317167.604904477
LA,20071222,261230.062786869
MA,20071222,402984.596616904
GA,20071222,317167.604904477
MI,20071222,0
NH,20071222,0
ME,20071222,0
MS,20071222,0
FL,20071222,0
MN,20071222,0
WA,20071222,0
ID,20071222,0
NY,20071222,0
AZ,20071222,0
ND,20071222,0
TX,20071222,0
MD,20071222,152913.15814822
CA,20071222,0
MT,20071222,0
VT,20071222,0
ND,20071223,0
FL,20071223,0
ID,20071223,0
CA,20071223,0
MT,20071223,0
WA,20071223,0
GA,20071223,317167.604904477
AZ,20071223,0
NH,20071223,0
MS,20071223,0
MI,20071223,0
MD,20071223,152913.15814822
TX,20071223,0
ME,20071223,0
MA,20071223,402984.596616904
NY,20071223,0
MN,20071223,0
LA,20071223,261230.062786869
VT,20071223,0
MA,20071224,402984.596616904
ND,20071224,0
MS,20071224,0
NH,20071224,0
TX,20071224,0
MN,20071224,0
WA,20071224,0
MI,20071224,0
NY,20071224,0
LA,20071224,261230.062786869
FL,20071224,0
ID,20071224,0
MD,20071224,152913.15814822
GA,20071224,317167.604904477
AZ,20071224,0
VT,20071224,0
MT,20071224,0
ME,20071224,0
CA,20071224,0
GA,20071225,317167.604904477
FL,20071225,0
ND,20071225,0
NH,20071225,0
MS,20071225,0
MA,20071225,402984.596616904
AZ,20071225,0
CA,20071225,0
TX,20071225,0
VT,20071225,0
MI,20071225,0
ME,20071225,0
WA,20071225,0
MD,20071225,152913.15814822
LA,20071225,261230.062786869
MT,20071225,0
MN,20071225,0
NY,20071225,0
ID,20071225,0
FL,20071226,0
AZ,20071226,0
MA,20071226,402984.596616904
TX,20071226,0
MS,20071226,0
ME,20071226,0
LA,20071226,261230.062786869
MI,20071226,0
ND,20071226,0
ID,20071226,0
NH,20071226,0
CA,20071226,0
GA,20071226,317167.604904477
MN,20071226,0
NY,20071226,0
MT,20071226,0
MD,20071226,152913.15814822
WA,20071226,0
VT,20071226,0
ND,20071227,0
NY,20071227,0
AZ,20071227,0
ME,20071227,0
TX,20071227,0
NH,20071227,0
FL,20071227,0
MS,20071227,0
CA,20071227,0
MI,20071227,0
LA,20071227,261230.062786869
ID,20071227,0
MA,20071227,402984.596616904
GA,20071227,317167.604904477
MN,20071227,0
MT,20071227,0
VT,20071227,0
MD,20071227,152913.15814822
WA,20071227,0
TX,20071228,0
ND,20071228,0
AZ,20071228,0
ID,20071228,0
WA,20071228,0
MS,20071228,0
NY,20071228,0
MD,20071228,152913.15814822
MI,20071228,0
NH,20071228,0
ME,20071228,0
GA,20071228,317167.604904477
FL,20071228,0
LA,20071228,261230.062786869
CA,20071228,0
MT,20071228,0
MN,20071228,0
MA,20071228,402984.596616904
VT,20071228,0
ND,20071229,0
GA,20071229,317167.604904477
ME,20071229,0
MD,20071229,152913.15814822
AZ,20071229,0
NY,20071229,0
ID,20071229,0
LA,20071229,261230.062786869
TX,20071229,0
CA,20071229,0
NH,20071229,0
MS,20071229,0
FL,20071229,0
VT,20071229,0
MI,20071229,0
MT,20071229,0
MA,20071229,402984.596616904
MN,20071229,0
WA,20071229,0
MT,20071203,0
FL,20071203,0
CA,20071203,0
GA,20071203,317167.604904477
NH,20071203,0
NY,20071203,0
WA,20071203,0
ME,20071203,0
MD,20071203,152913.15814822
ND,20071203,0
MN,20071203,0
MI,20071203,0
ID,20071203,0
VT,20071203,0
TX,20071203,0
AZ,20071203,0
LA,20071203,261230.062786869
MA,20071203,402984.596616904
MS,20071203,0
ND,20071230,0
TX,20071230,0
AZ,20071230,0
ME,20071230,0
MI,20071230,0
MD,20071230,152913.15814822
FL,20071230,0
NH,20071230,0
VT,20071230,0
CA,20071230,0
WA,20071230,0
MT,20071230,0
NY,20071230,0
LA,20071230,261230.062786869
GA,20071230,317167.604904477
MN,20071230,0
MS,20071230,0
MA,20071230,402984.596616904
ID,20071230,0
ME,20071231,0
VT,20071231,0
MT,20071231,0
ND,20071231,0
CA,20071231,0
FL,20071231,0
LA,20071231,261230.062786869
MA,20071231,402984.596616904
MN,20071231,0
TX,20071231,0
MD,20071231,152913.15814822
WA,20071231,0
NH,20071231,0
ID,20071231,0
GA,20071231,317167.604904477
MI,20071231,0
MS,20071231,0
AZ,20071231,0
NY,20071231,0
MN,20071204,0
LA,20071204,261230.062786869
TX,20071204,0
CA,20071204,0
MS,20071204,0
MD,20071204,152913.15814822
MI,20071204,0
VT,20071204,0
NY,20071204,0
ME,20071204,0
GA,20071204,317167.604904477
MT,20071204,0
NH,20071204,0
FL,20071204,0
ID,20071204,0
WA,20071204,0
ND,20071204,0
AZ,20071204,0
MA,20071204,402984.596616904
TX,20071205,0
CA,20071205,0
MS,20071205,0
GA,20071205,317167.604904477
MN,20071205,0
ME,20071205,0
FL,20071205,0
ID,20071205,0
LA,20071205,261230.062786869
NY,20071205,0
AZ,20071205,0
MI,20071205,0
WA,20071205,0
NH,20071205,0
MD,20071205,152913.15814822
ND,20071205,0
VT,20071205,0
MA,20071205,402984.596616904
MT,20071205,0
NH,20071206,0
MN,20071206,0
LA,20071206,261230.062786869
TX,20071206,0
WA,20071206,0
CA,20071206,0
ME,20071206,0
VT,20071206,0
GA,20071206,317167.604904477
ID,20071206,0
MA,20071206,402984.596616904
FL,20071206,0
ND,20071206,0
AZ,20071206,0
MS,20071206,0
NY,20071206,0
MT,20071206,0
MD,20071206,152913.15814822
MI,20071206,0
MN,20071207,0
LA,20071207,261230.062786869
GA,20071207,317167.604904477
MT,20071207,0
MI,20071207,0
TX,20071207,0
ME,20071207,0
AZ,20071207,0
ND,20071207,0
VT,20071207,0
NY,20071207,0
FL,20071207,0
MS,20071207,0
MD,20071207,152913.15814822
NH,20071207,0
ID,20071207,0
CA,20071207,0
WA,20071207,0
MA,20071207,402984.596616904
MD,20071208,152913.15814822
ID,20071208,0
GA,20071208,317167.604904477
FL,20071208,0
MI,20071208,0
LA,20071208,261230.062786869
TX,20071208,0
ND,20071208,0
ME,20071208,0
CA,20071208,0
NH,20071208,0
MN,20071208,0
MS,20071208,0
AZ,20071208,0
NY,20071208,0
MA,20071208,402984.596616904
MT,20071208,0
VT,20071208,0
WA,20071208,0
MT,20071209,0
LA,20071209,261230.062786869
GA,20071209,317167.604904477
MD,20071209,152913.15814822
AZ,20071209,0
CA,20071209,0
MS,20071209,0
ND,20071209,0
NY,20071209,0
NH,20071209,0
ID,20071209,0
MI,20071209,0
VT,20071209,0
FL,20071209,0
WA,20071209,0
ME,20071209,0
TX,20071209,0
MN,20071209,0
MA,20071209,402984.596616904
MS,20070201,0
NY,20070201,0
NH,20070201,0
MN,20070201,0
FL,20070201,0
MA,20070201,465734.583795674
CA,20070201,0
ME,20070201,0
TX,20070201,0
ID,20070201,0
GA,20070201,366554.760910832
MD,20070201,176723.742457941
LA,20070201,301907.009817101
VT,20070201,0
WA,20070201,0
MI,20070201,0
ND,20070201,0
AZ,20070201,0
MT,20070201,0
GA,20070210,366554.760910832
ID,20070210,0
NY,20070210,0
MI,20070210,0
MT,20070210,0
CA,20070210,0
NH,20070210,0
MA,20070210,465734.583795674
ND,20070210,0
FL,20070210,0
AZ,20070210,0
TX,20070210,0
VT,20070210,0
LA,20070210,301907.009817101
MS,20070210,0
ME,20070210,0
MN,20070210,0
MD,20070210,176723.742457941
WA,20070210,0
NY,20070211,0
ND,20070211,0
MT,20070211,0
CA,20070211,0
LA,20070211,301907.009817101
MS,20070211,0
MN,20070211,0
AZ,20070211,0
ME,20070211,0
MI,20070211,0
ID,20070211,0
GA,20070211,366554.760910832
FL,20070211,0
WA,20070211,0
VT,20070211,0
NH,20070211,0
TX,20070211,0
MA,20070211,465734.583795674
MD,20070211,176723.742457941
NH,20070212,0
CA,20070212,0
LA,20070212,301907.009817101
MT,20070212,0
MI,20070212,0
TX,20070212,0
GA,20070212,366554.760910832
ND,20070212,0
FL,20070212,0
ME,20070212,0
WA,20070212,0
MA,20070212,465734.583795674
NY,20070212,0
ID,20070212,0
VT,20070212,0
MN,20070212,0
MS,20070212,0
AZ,20070212,0
MD,20070212,176723.742457941
WA,20070213,0
ND,20070213,0
ME,20070213,0
MN,20070213,0
AZ,20070213,0
TX,20070213,0
MI,20070213,0
MD,20070213,176723.742457941
VT,20070213,0
MS,20070213,0
CA,20070213,0
GA,20070213,366554.760910832
NY,20070213,0
MA,20070213,465734.583795674
FL,20070213,0
LA,20070213,301907.009817101
ID,20070213,0
NH,20070213,0
MT,20070213,0
GA,20070214,366554.760910832
CA,20070214,0
AZ,20070214,0
FL,20070214,0
NY,20070214,0
MN,20070214,0
MA,20070214,465734.583795674
MD,20070214,176723.742457941
MS,20070214,0
LA,20070214,301907.009817101
MT,20070214,0
WA,20070214,0
ID,20070214,0
NH,20070214,0
ME,20070214,0
VT,20070214,0
TX,20070214,0
ND,20070214,0
MI,20070214,0
FL,20070215,0
NY,20070215,0
VT,20070215,0
NH,20070215,0
MS,20070215,0
ME,20070215,0
CA,20070215,0
TX,20070215,0
ND,20070215,0
ID,20070215,0
GA,20070215,366554.760910832
MT,20070215,0
LA,20070215,301907.009817101
MI,20070215,0
WA,20070215,0
MN,20070215,0
MD,20070215,176723.742457941
AZ,20070215,0
MA,20070215,465734.583795674
LA,20070216,301907.009817101
MT,20070216,0
GA,20070216,366554.760910832
MN,20070216,0
MS,20070216,0
ME,20070216,0
MD,20070216,176723.742457941
NH,20070216,0
AZ,20070216,0
FL,20070216,0
MA,20070216,465734.583795674
CA,20070216,0
NY,20070216,0
TX,20070216,0
WA,20070216,0
ND,20070216,0
ID,20070216,0
MI,20070216,0
VT,20070216,0
WA,20070217,0
NY,20070217,0
TX,20070217,0
MT,20070217,0
MN,20070217,0
MD,20070217,176723.742457941
VT,20070217,0
AZ,20070217,0
NH,20070217,0
MA,20070217,465734.583795674
ND,20070217,0
FL,20070217,0
GA,20070217,366554.760910832
MS,20070217,0
ID,20070217,0
CA,20070217,0
ME,20070217,0
LA,20070217,301907.009817101
MI,20070217,0
ND,20070218,0
MI,20070218,0
AZ,20070218,0
VT,20070218,0
MS,20070218,0
MD,20070218,176723.742457941
GA,20070218,366554.760910832
MN,20070218,0
MT,20070218,0
ME,20070218,0
NH,20070218,0
FL,20070218,0
CA,20070218,0
WA,20070218,0
NY,20070218,0
MA,20070218,465734.583795674
ID,20070218,0
LA,20070218,301907.009817101
TX,20070218,0
LA,20070219,301907.009817101
CA,20070219,0
MI,20070219,0
MS,20070219,0
MD,20070219,176723.742457941
ME,20070219,0
VT,20070219,0
GA,20070219,366554.760910832
MT,20070219,0
WA,20070219,0
AZ,20070219,0
ND,20070219,0
ID,20070219,0
NY,20070219,0
TX,20070219,0
NH,20070219,0
FL,20070219,0
MA,20070219,465734.583795674
MN,20070219,0
TX,20070202,0
NH,20070202,0
AZ,20070202,0
MI,20070202,0
MA,20070202,465734.583795674
ME,20070202,0
GA,20070202,366554.760910832
MD,20070202,176723.742457941
LA,20070202,301907.009817101
WA,20070202,0
MT,20070202,0
NY,20070202,0
MS,20070202,0
MN,20070202,0
FL,20070202,0
CA,20070202,0
ID,20070202,0
VT,20070202,0
ND,20070202,0
MA,20070220,465734.583795674
NH,20070220,0
NY,20070220,0
MT,20070220,0
WA,20070220,0
ID,20070220,0
FL,20070220,0
GA,20070220,366554.760910832
MD,20070220,176723.742457941
TX,20070220,0
LA,20070220,301907.009817101
AZ,20070220,0
MS,20070220,0
ME,20070220,0
MN,20070220,0
ND,20070220,0
VT,20070220,0
CA,20070220,0
MI,20070220,0
FL,20070221,0
MN,20070221,0
MA,20070221,465734.583795674
VT,20070221,0
TX,20070221,0
ND,20070221,0
AZ,20070221,0
WA,20070221,0
ID,20070221,0
MS,20070221,0
LA,20070221,301907.009817101
MT,20070221,0
GA,20070221,366554.760910832
ME,20070221,0
MI,20070221,0
MD,20070221,176723.742457941
NY,20070221,0
CA,20070221,0
NH,20070221,0
AZ,20070222,0
MD,20070222,176723.742457941
ME,20070222,0
TX,20070222,0
ID,20070222,0
NY,20070222,0
LA,20070222,301907.009817101
VT,20070222,0
ND,20070222,0
CA,20070222,0
MT,20070222,0
GA,20070222,366554.760910832
MI,20070222,0
MA,20070222,465734.583795674
MS,20070222,0
MN,20070222,0
WA,20070222,0
FL,20070222,0
NH,20070222,0
NY,20070223,0
FL,20070223,0
VT,20070223,0
CA,20070223,0
MS,20070223,0
NH,20070223,0
MI,20070223,0
MT,20070223,0
TX,20070223,0
WA,20070223,0
ME,20070223,0
AZ,20070223,0
GA,20070223,366554.760910832
LA,20070223,301907.009817101
MA,20070223,465734.583795674
MD,20070223,176723.742457941
ID,20070223,0
MN,20070223,0
ND,20070223,0
MN,20070224,0
FL,20070224,0
MD,20070224,176723.742457941
LA,20070224,301907.009817101
AZ,20070224,0
ND,20070224,0
NY,20070224,0
MA,20070224,465734.583795674
MI,20070224,0
NH,20070224,0
TX,20070224,0
WA,20070224,0
GA,20070224,366554.760910832
ME,20070224,0
MS,20070224,0
ID,20070224,0
CA,20070224,0
MT,20070224,0
VT,20070224,0
NY,20070225,0
MD,20070225,176723.742457941
ME,20070225,0
TX,20070225,0
AZ,20070225,0
FL,20070225,0
MT,20070225,0
LA,20070225,301907.009817101
MS,20070225,0
WA,20070225,0
MN,20070225,0
MI,20070225,0
GA,20070225,366554.760910832
ND,20070225,0
VT,20070225,0
CA,20070225,0
MA,20070225,465734.583795674
NH,20070225,0
ID,20070225,0
FL,20070226,0
NY,20070226,0
ME,20070226,0
ID,20070226,0
AZ,20070226,0
WA,20070226,0
TX,20070226,0
MT,20070226,0
GA,20070226,366554.760910832
MA,20070226,465734.583795674
CA,20070226,0
LA,20070226,301907.009817101
ND,20070226,0
MN,20070226,0
MS,20070226,0
MD,20070226,176723.742457941
NH,20070226,0
VT,20070226,0
MI,20070226,0
LA,20070227,301907.009817101
MD,20070227,176723.742457941
GA,20070227,366554.760910832
MT,20070227,0
AZ,20070227,0
TX,20070227,0
NH,20070227,0
ND,20070227,0
FL,20070227,0
WA,20070227,0
MI,20070227,0
MA,20070227,465734.583795674
MS,20070227,0
ME,20070227,0
ID,20070227,0
CA,20070227,0
VT,20070227,0
NY,20070227,0
MN,20070227,0
MT,20070228,0
ID,20070228,0
MS,20070228,0
MI,20070228,0
AZ,20070228,0
