LNG_ROUTE,LNG_route_gz1,LNG_route_gz2,LNG_route_distance,LNG_flow_allowed
KY_NV,KY,NV,2727.28167497162,0
KY_NY,KY,NY,995.775262477063,0
KY_OH,KY,OH,362.749457742543,0
KY_OK,KY,OK,1062.77919342855,0
KY_OR,KY,OR,3186.84137571222,0
KY_PA,KY,PA,768.178924966211,0
KY_RI,KY,RI,1256.5334633062,0
KY_SC,KY,SC,569.279449659235,0
KY_SD,KY,SD,1344.57253900452,0
KY_TN,KY,TN,245.377730221468,0
KY_TX,KY,TX,1352.74066100211,0
KY_UT,KY,UT,2313.20762100503,0
KY_VA,KY,VA,653.584766323667,0
KY_VT,KY,VT,1254.27146490183,0
KY_WA,KY,WA,3130.45666238009,0
KY_WI,KY,WI,729.645412712557,0
KY_WV,KY,WV,408.811699166699,0
KY_WY,KY,WY,1921.93435878783,0
LA_MA,LA,MA,2205.53875850265,1
LA_MD,LA,MD,1634.32504512089,1
LA_ME,LA,ME,2433.11641449661,1
LA_MI,LA,MI,1499.60966837568,0
LA_MN,LA,MN,1621.97773814113,1
LA_MO,LA,MO,859.580220957457,1
LA_MS,LA,MS,277.383364892545,1
LA_MT,LA,MT,2466.22075010433,1
LA_NC,LA,NC,1227.56734157781,1
LA_ND,LA,ND,1967.43012026477,1
LA_NE,LA,NE,1274.73929980886,1
LA_NH,LA,NH,2247.93620652988,1
LA_NJ,LA,NJ,1881.71348437336,1
LA_NM,LA,NM,1455.67063566887,1
LA_NV,LA,NV,2381.36631102199,1
LA_NY,LA,NY,1928.75146912375,1
LA_OH,LA,OH,1340.76142176753,0
LA_OK,LA,OK,734.68357032284,1
LA_OR,LA,OR,3121.15075260419,1
LA_PA,LA,PA,1698.26771378124,1
LA_RI,LA,RI,2171.62837394687,1
LA_SC,LA,SC,1052.82357403622,1
LA_SD,LA,SD,1619.46540648626,1
LA_TN,LA,TN,742.332778824814,1
LA_TX,LA,TX,559.975439564719,1
LA_UT,LA,UT,2131.39378294203,0
LA_VA,LA,VA,1484.98458365098,1
LA_VT,LA,VT,2215.17294270318,0
LA_WA,LA,WA,3160.857517893,1
LA_WI,LA,WI,1463.59248310608,1
LA_WV,LA,WV,1332.74052239551,0
LA_WY,LA,WY,1915.60705751402,1
MA_MD,MA,MD,575.93262217529,1
MA_ME,MA,ME,261.417957932069,1
MA_MI,MA,MI,1054.40149518997,0
MA_MN,MA,MN,1810.20178192596,1
MA_MO,MA,MO,1814.05711264636,1
MA_MS,MA,MS,1931.11300129036,1
MA_MT,MA,MT,3174.76831680662,1
MA_NC,MA,NC,1036.995358388,1
MA_ND,MA,ND,2265.68151701105,1
MA_NE,MA,NE,2151.55645949249,1
MA_NH,MA,NH,98.5842497428524,1
MA_NJ,MA,NJ,328.050805550117,1
MA_NM,MA,NM,3142.85550730173,1
MA_NV,MA,NV,3843.57353621341,1
MA_NY,MA,NY,284.655584128516,1
MA_OH,MA,OH,972.88909280368,0
MA_OK,MA,OK,2316.88400891237,1
MA_OR,MA,OR,4075.64493936205,1
MA_PA,MA,PA,513.399751778965,1
MA_RI,MA,RI,58.2070956757679,1
MA_SC,MA,SC,1246.07184892416,1
MA_SD,MA,SD,2243.16905972787,1
MA_TN,MA,TN,1479.34930216533,1
MA_TX,MA,TX,2631.3769045758,1
MA_UT,MA,UT,3364.38176688724,0
MA_VA,MA,VA,740.308690210164,1
MA_VT,MA,VT,234.832282481061,0
MA_WA,MA,WA,3939.58832443352,1
MA_WI,MA,WI,1444.5889656695,1
MA_WV,MA,WV,881.154799641019,0
MA_WY,MA,WY,2906.02701576565,1
MD_ME,MD,ME,820.726765788359,1
MD_MI,MD,MI,748.165586025706,0
MD_MN,MD,MN,1536.03604490643,1
MD_MO,MD,MO,1337.39239678197,1
MD_MS,MD,MS,1362.09577371384,1
MD_MT,MD,MT,2911.05496257453,1
MD_NC,MD,NC,473.664864285182,1
MD_ND,MD,ND,2032.01868038962,1
MD_NE,MD,NE,1756.20829104773,1
MD_NH,MD,NH,631.977308392328,1
MD_NJ,MD,NJ,248.43058569716,1
MD_NM,MD,NM,2667.15351583178,1
MD_NV,MD,NV,3434.90987413307,1
MD_NY,MD,NY,320.407382546158,1
MD_OH,MD,OH,530.643862933565,0
MD_OK,MD,OK,1811.79620154281,1
MD_OR,MD,OR,3790.87164203041,1
MD_PA,MD,PA,147.675084712974,1
MD_RI,MD,RI,538.26098345194,1
MD_SC,MD,SC,682.686733778854,1
MD_SD,MD,SD,1920.61746295134,1
MD_TN,MD,TN,921.383294823069,1
MD_TX,MD,TX,2080.8020995427,1
MD_UT,MD,UT,2988.73470085125,0
MD_VA,MD,VA,172.39210361803,1
MD_VT,MD,VT,643.355659482933,0
MD_WA,MD,WA,3693.19568497102,1
MD_WI,MD,WI,1139.55558855152,1
MD_WV,MD,WV,342.350515017442,0
MD_WY,MD,WY,2559.23734046934,1
ME_MI,ME,MI,1176.92875429516,0
ME_MN,ME,MN,1881.16953488193,1
ME_MO,ME,MO,1980.59865351495,1
ME_MS,ME,MS,2156.73518199038,1
ME_MT,ME,MT,3215.84823755446,1
ME_NC,ME,NC,1289.64372972514,1
ME_ND,ME,ND,2306.3322012869,1
ME_NE,ME,NE,2271.33027219958,1
ME_NH,ME,NH,188.750690266694,1
ME_NJ,ME,NJ,578.266650198782,1
ME_NM,ME,NM,3295.05280738594,1
ME_NV,ME,NV,3953.22413100946,1
ME_NY,ME,NY,506.932581341432,1
ME_OH,ME,OH,1152.37051670657,0
ME_OK,ME,OK,2492.91389721114,1
ME_OR,ME,OR,4119.26675653766,1
ME_PA,ME,PA,735.482380496746,1
ME_RI,ME,RI,315.902878098388,1
ME_SC,ME,SC,1499.2351737507,1
ME_SD,ME,SD,2326.04890828928,1
ME_TN,ME,TN,1697.71084614003,1
ME_TX,ME,TX,2836.5962445952,1
ME_UT,ME,UT,3459.68009284532,0
ME_VA,ME,VA,989.844304056593,1
ME_VT,ME,VT,247.411675077671,0
ME_WA,ME,WA,3965.3302270829,1
ME_WI,ME,WI,1542.98813058928,1
ME_WV,ME,WV,1100.68627926442,0
ME_WY,ME,WY,2990.97866778236,1
MI_MN,MI,MN,792.550294595969,0
MI_MO,MI,MO,836.41047277843,0
MI_MS,MI,MS,1237.55951113664,0
MI_MT,MI,MT,2171.96356133036,0
MI_NC,MI,NC,905.1674118001,0
MI_ND,MI,ND,1284.60361277897,0
MI_NE,MI,NE,1098.99289638774,0
MI_NH,MI,NH,1037.15925628033,0
MI_NJ,MI,NJ,857.179072581316,0
MI_NM,MI,NM,2121.69104147572,0
MI_NV,MI,NV,2789.57249526662,0
MI_NY,MI,NY,803.801309499896,0
MI_OH,MI,OH,294.718686444918,0
MI_OK,MI,OK,1354.01925303652,0
MI_OR,MI,OR,3060.86675608457,0
MI_PA,MI,PA,655.94561138581,0
MI_RI,MI,RI,1056.84504522393,0
MI_SC,MI,SC,1023.30865218906,0
MI_SD,MI,SD,1200.93763506521,0
MI_TN,MI,TN,807.658132765129,0
MI_TX,MI,TX,1769.59789445106,0
MI_UT,MI,UT,2311.26411515681,0
MI_VA,MI,VA,782.320720901372,0
MI_VT,MI,VT,929.613829645758,0
MI_WA,MI,WA,2951.70111190307,0
MI_WI,MI,WI,401.54181685729,0
MI_WV,MI,WV,540.11043767443,0
MI_WY,MI,WY,1858.20584965208,0
MN_MO,MN,MO,763.272142334922,1
MN_MS,MN,MS,1445.62236420266,1
MN_MT,MN,MT,1379.7639809596,1
MN_NC,MN,NC,1592.65449654121,1
MN_ND,MN,ND,502.096654818292,1
MN_NE,MN,NE,541.482659903059,1
MN_NH,MN,NH,1774.45813121525,1
MN_NJ,MN,NJ,1646.5063266765,1
MN_NM,MN,NM,1601.07124289985,1
MN_NV,MN,NV,2095.625257451,1
MN_NY,MN,NY,1583.31411849393,1
MN_OH,MN,OH,1027.62313982455,0
MN_OK,MN,OK,1104.03400023822,1
MN_OR,MN,OR,2272.38594625803,1
MN_PA,MN,PA,1448.47946003774,1
MN_RI,MN,RI,1822.00538963017,1
MN_SC,MN,SC,1641.84434057229,1
MN_SD,MN,SD,450.168549877512,1
MN_TN,MN,TN,1210.34100115157,1
MN_TX,MN,TX,1625.47580045042,1
MN_UT,MN,UT,1586.62075367364,0
MN_VA,MN,VA,1546.76934455575,1
MN_VT,MN,VT,1644.16282656686,0
MN_WA,MN,WA,2159.17989955804,1
MN_WI,MN,WI,397.103040324513,1
MN_WV,MN,WV,1277.52011125482,0
MN_WY,MN,WY,1111.84279276783,1
MO_MS,MO,MS,691.330487046929,1
MO_MT,MO,MT,1814.52128897855,1
MO_NC,MO,NC,1159.47801668901,1
MO_ND,MO,ND,1149.55204161564,1
MO_NE,MO,NE,533.903961262237,1
MO_NH,MO,NH,1820.01604706143,1
MO_NJ,MO,NJ,1541.67452558563,1
MO_NM,MO,NM,1333.32222438764,1
MO_NV,MO,NV,2114.55948751655,1
MO_NY,MO,NY,1534.27021783448,1
MO_OH,MO,OH,841.865919952503,0
MO_OK,MO,OK,518.011442411602,1
MO_OR,MO,OR,2608.70829374371,1
MO_PA,MO,PA,1323.43593578872,1
MO_RI,MO,RI,1801.02456758679,1
MO_SC,MO,SC,1116.40241377711,1
MO_SD,MO,SD,843.19885061935,1
MO_TN,MO,TN,595.061769824777,1
MO_TX,MO,TX,961.015117277356,1
MO_UT,MO,UT,1706.74158052705,0
MO_VA,MO,VA,1261.02319525382,1
MO_VT,MO,VT,1735.50689896995,0
MO_WA,MO,WA,2577.15161764566,1
MO_WI,MO,WI,646.958347788453,1
MO_WV,MO,WV,998.092180788724,0
MO_WY,MO,WY,1338.63256574205,1
MS_MT,MS,MT,2427.21156588576,1
MS_NC,MS,NC,971.53217700217,1
MS_ND,MS,ND,1837.58599147985,1
MS_NE,MS,NE,1176.89612700647,1
MS_NH,MS,NH,1972.00923710475,1
MS_NJ,MS,NJ,1608.63154619347,1
MS_NM,MS,NM,1570.31286920876,1
MS_NV,MS,NV,2476.44396142094,1
MS_NY,MS,NY,1653.11827914604,1
MS_OH,MS,OH,1066.14009313661,0
MS_OK,MS,OK,747.582895930402,1
MS_OR,MS,OR,3142.85818282664,1
MS_PA,MS,PA,1422.38964862902,1
MS_RI,MS,RI,1898.23680888795,1
MS_SC,MS,SC,812.267524818816,1
MS_SD,MS,SD,1512.68546380175,1
MS_TN,MS,TN,465.214661386964,1
MS_TX,MS,TX,760.799461407637,1
MS_UT,MS,UT,2172.44853163254,0
MS_VA,MS,VA,1216.69201259056,1
MS_VT,MS,VT,1937.91938912012,0
MS_WA,MS,WA,3155.35795134959,1
MS_WI,MS,WI,1240.03523047776,1
MS_WV,MS,WV,1056.10703159893,0
MS_WY,MS,WY,1899.0584399053,1
MT_NC,MT,NC,2906.89709131331,1
MT_ND,MT,ND,910.415737328215,1
MT_NE,MT,NE,1280.63530106348,1
MT_NH,MT,NH,3130.08786154622,1
MT_NJ,MT,NJ,3025.96593289229,1
MT_NM,MT,NM,1415.34914518998,1
MT_NV,MT,NV,1158.02959046743,1
MT_NY,MT,NY,2959.88050305319,1
MT_OH,MT,OH,2390.93909160132,0
MT_OK,MT,OK,1732.96967603966,1
MT_OR,MT,OR,903.418547784438,1
MT_PA,MT,PA,2827.85685979526,1
MT_RI,MT,RI,3191.08990575491,1
MT_SC,MT,SC,2908.76001333889,1
MT_SD,MT,SD,1008.78632454277,1
MT_TN,MT,TN,2403.37731977863,1
MT_TX,MT,TX,2134.42046919503,1
MT_UT,MT,UT,712.540937501065,0
MT_VA,MT,VA,2907.59107972056,1
MT_VT,MT,VT,2991.2790799119,0
MT_WA,MT,WA,783.54252285525,1
MT_WI,MT,WI,1772.82520821901,1
MT_WV,MT,WV,2631.88496411624,0
MT_WY,MT,WY,567.380321612227,1
NC_ND,NC,ND,2091.72641376082,1
NC_NE,NC,NE,1660.23302855582,1
NC_NH,NC,NH,1101.41032113525,1
NC_NJ,NC,NJ,711.47115330943,1
NC_NM,NC,NM,2426.92358188739,1
NC_NV,NC,NV,3264.87609248279,1
NC_NY,NC,NY,794.040880064088,1
NC_OH,NC,OH,610.886964418618,0
NC_OK,NC,OK,1553.20806388679,1
NC_OR,NC,OR,3746.30975875598,1
NC_PA,NC,PA,594.0598182101,1
NC_RI,NC,RI,992.669505928954,1
NC_SC,NC,SC,209.633001752477,1
NC_SD,NC,SD,1898.22264414033,1
NC_TN,NC,TN,605.991577027927,1
NC_TX,NC,TX,1725.40232481773,1
NC_UT,NC,UT,2866.00215059567,0
NC_VA,NC,VA,301.457223277726,1
NC_VT,NC,VT,1116.51433766513,0
NC_WA,NC,WA,3687.16793720471,1
NC_WI,NC,WI,1212.64264077909,1
NC_WV,NC,WV,374.478002196119,0
NC_WY,NC,WY,2481.1463786364,1
ND_NE,ND,NE,705.49816167689,1
ND_NH,ND,NH,2219.85641726478,1
ND_NJ,ND,NJ,2128.7517262663,1
ND_NM,ND,NM,1532.54072043786,1
ND_NV,ND,NV,1798.64645094468,1
ND_NY,ND,NY,2057.15346031422,1
ND_OH,ND,OH,1529.16041344424,0
ND_OK,ND,OK,1324.10555612444,1
ND_OR,ND,OR,1813.50770867031,1
ND_PA,ND,PA,1937.95086826659,1
ND_RI,ND,RI,2283.25826093118,1
ND_SC,ND,SC,2131.58577559778,1
ND_SD,ND,SD,371.969043792052,1
ND_TN,ND,TN,1673.58548521108,1
ND_TX,ND,TX,1837.91572029433,1
ND_UT,ND,UT,1270.41045360579,0
ND_VA,ND,VA,2048.02192784303,1
ND_VT,ND,VT,2080.87018874506,0
ND_WA,ND,WA,1676.41183162875,1
ND_WI,ND,WI,897.296091024164,1
ND_WV,ND,WV,1779.56052145143,0
ND_WY,ND,WY,796.548173145176,1
NE_NH,NE,NH,2136.11952467177,1
NE_NJ,NE,NJ,1924.83511155101,1
NE_NM,NE,NM,1076.45741076118,1
NE_NV,NE,NV,1692.81484116484,1
NE_NY,NE,NY,1890.48806027116,1
NE_OH,NE,OH,1227.3513713968,0
NE_OK,NE,OK,622.12367759577,1
NE_OR,NE,OR,2087.37087012511,1
NE_PA,NE,PA,1708.56976229878,1
NE_RI,NE,RI,2150.689798108,1
NE_SC,NE,SC,1639.48327456118,1
NE_SD,NE,SD,345.067105796969,1
NE_TN,NE,TN,1125.40780092217,1
NE_TX,NE,TX,1143.09387040422,1
NE_UT,NE,UT,1232.52915342527,0
NE_VA,NE,VA,1713.29781097998,1
NE_VT,NE,VT,2024.96242170852,0
NE_WA,NE,WA,2045.26435761242,1
NE_WI,NE,WI,737.096971699155,1
NE_WV,NE,WV,1437.06536756612,0
NE_WY,NE,WY,821.061474186193,1
NH_NJ,NH,NJ,390.453954858761,1
NH_NM,NH,NM,3142.99847885248,1
NH_NV,NH,NV,3825.27604845651,1
NH_NY,NH,NY,319.604140885457,1
NH_OH,NH,OH,983.706573462769,0
NH_OK,NH,OK,2328.30196704767,1
NH_OR,NH,OR,4032.42185726362,1
NH_PA,NH,PA,549.670169459895,1
NH_RI,NH,RI,156.008486934104,1
NH_SC,NH,SC,1311.03508999394,1
NH_SD,NH,SD,2212.7633104538,1
NH_TN,NH,TN,1514.92645648663,1
NH_TX,NH,TX,2659.32622347805,1
NH_UT,NH,UT,3339.96860390874,0
NH_VA,NH,VA,801.283615907842,1
NH_VT,NH,VT,151.26235802736,0
NH_WA,NH,WA,3890.23132697198,1
NH_WI,NH,WI,1418.63271088449,1
NH_WV,NH,WV,916.698408374964,0
NH_WY,NH,WY,2877.18395203212,1
NJ_NM,NJ,NM,2874.9930185645,1
NJ_NV,NJ,NV,3614.82389441572,1
NJ_NY,NJ,NY,120.302319108697,1
NJ_OH,NJ,OH,705.746016956478,0
NJ_OK,NJ,OK,2030.99081862205,1
NJ_OR,NJ,OR,3917.58731106959,1
NJ_PA,NJ,PA,218.903136942436,1
NJ_RI,NJ,RI,290.032751671808,1
NJ_SC,NJ,SC,921.01919232075,1
NJ_SD,NJ,SD,2056.8664764261,1
NJ_TN,NJ,TN,1162.79750634459,1
NJ_TX,NJ,TX,2320.27075521295,1
NJ_UT,NJ,UT,3153.270232346,0
NJ_VA,NJ,VA,412.769425638387,1
NJ_VT,NJ,VT,428.984011658558,0
NJ_WA,NJ,WA,3802.95714453355,1
NJ_WI,NJ,WI,1258.720495333,1
NJ_WV,NJ,WV,569.91289935385,0
NJ_WY,NJ,WY,2709.65797852069,1
NM_NV,NM,NV,929.235896939185,1
NM_NY,NM,NY,2865.51645471644,1
NM_OH,NM,OH,2173.62693593738,0
NM_OK,NM,OK,873.73577334903,1
NM_OR,NM,OR,1782.51284639268,1
NM_PA,NM,PA,2656.73189004321,1
NM_RI,NM,RI,3132.11209853629,1
NM_SC,NM,SC,2324.70653477137,1
NM_SD,NM,SD,1220.10398747467,1
NM_TN,NM,TN,1820.98895630868,1
NM_TX,NM,TX,937.614166855692,1
NM_UT,NM,UT,808.141488008931,0
NM_VA,NM,VA,2578.1060955454,1
NM_VT,NM,VT,3047.83887103516,0
NM_WA,NM,WA,1901.76092255248,1
NM_WI,NM,WI,1799.8971386641,1
NM_WV,NM,WV,2325.58065620836,0
NM_WY,NM,WY,899.631916542134,1
NV_NY,NV,NY,3583.17356442669,1
NV_OH,NV,OH,2912.14593081399,0
NV_OK,NV,OK,1743.55623358714,1
NV_OR,NV,OR,1009.78982868453,1
NV_PA,NV,PA,3397.28007499449,1
NV_RI,NV,RI,3843.4241240987,1
NV_SC,NV,SC,3188.94290665927,1
NV_SD,NV,SD,1646.01885348075,1
NV_TN,NV,TN,2668.15886593885,1
NV_TX,NV,TX,1865.6282558451,1
NV_UT,NV,UT,528.465879082355,0
NV_VA,NV,VA,3372.88156771308,1
NV_VT,NV,VT,3708.88756695716,0
NV_WA,NV,WA,1228.00366626089,1
NV_WI,NV,WI,2410.26747940757,1
NV_WV,NV,WV,3103.60331170433,0
NV_WY,NV,WY,1005.94274758771,1
NY_OH,NY,OH,692.407229442407,0
NY_OK,NY,OK,2034.1334424296,1
NY_OR,NY,OR,3855.62346784026,1
NY_PA,NY,PA,231.007680624188,1
NY_RI,NY,RI,266.75435302993,1
NY_SC,NY,SC,1003.08306032815,1
NY_SD,NY,SD,2003.86731982265,1
NY_TN,NY,TN,1197.85000769676,1
NY_TX,NY,TX,2347.41039813197,1
NY_UT,NY,UT,3112.70258436683,0
NY_VA,NY,VA,492.629769709338,1
NY_VT,NY,VT,324.927087685091,0
NY_WA,NY,WA,3733.36472532544,1
NY_WI,NY,WI,1203.00389304352,1
NY_WV,NY,WV,599.163095327941,0
NY_WY,NY,WY,2661.98655195093,1
OH_OK,OH,OK,1345.05003723218,0
OH_OR,OH,OR,3264.37872822173,0
OH_PA,OH,PA,486.932993836041,0
OH_RI,OH,RI,959.16119852957,0
OH_SC,OH,SC,732.393542070561,0
OH_SD,OH,SD,1393.51628123969,0
OH_TN,OH,TN,605.273527924494,0
OH_TX,OH,TX,1691.51668335949,0
OH_UT,OH,UT,2459.54904268142,0
OH_VA,OH,VA,519.270069885965,0
OH_VT,OH,VT,913.154117811123,0
OH_WA,OH,WA,3174.28327740514,0
OH_WI,OH,WI,632.258268035403,0
OH_WV,OH,WV,253.990196448699,0
OH_WY,OH,WY,2028.65283382339,0
OK_OR,OK,OR,2401.52267729108,1
OK_PA,OK,PA,1815.59425170523,1
OK_RI,OK,RI,2300.16530214158,1
OK_SC,OK,SC,1454.67154389381,1
OK_SD,OK,SD,954.9437661165,1
OK_TN,OK,TN,947.254975765422,1
OK_TX,OK,TX,524.773397508386,1
OK_UT,OK,UT,1425.17128072301,0
OK_VA,OK,VA,1712.55586159392,1
OK_VT,OK,VT,2249.1518991535,0
OK_WA,OK,WA,2429.28346632138,1
OK_WI,OK,WI,1123.61443577865,1
OK_WV,OK,WV,1469.52604210275,0
OK_WY,OK,WY,1181.00141142046,1
OR_PA,OR,PA,3715.11464863059,1
OR_RI,OR,RI,4090.73411227256,1
OR_SC,OR,SC,3724.1402620284,1
OR_SD,OR,SD,1870.86493151726,1
OR_TN,OR,TN,3203.44577296163,1
OR_TX,OR,TX,2681.36524450645,1
OR_UT,OR,UT,997.423264216251,0
OR_VA,OR,VA,3774.97579350864,1
OR_VT,OR,VT,3894.27393462346,0
OR_WA,OR,WA,297.455264357211,1
OR_WI,OR,WI,2659.60361019465,1
OR_WV,OR,WV,3497.4190728189,0
OR_WY,OR,WY,1270.07909563429,1
PA_RI,PA,RI,488.380772472294,1
PA_SC,PA,SC,798.729728358831,1
PA_SD,PA,SD,1849.53241703986,1
PA_TN,PA,TN,966.917180268509,1
PA_TX,PA,TX,2118.08544413517,1
PA_UT,PA,UT,2938.50155279391,0
PA_VA,PA,VA,302.601463506154,1
PA_VT,PA,VT,532.433872593928,0
PA_WA,PA,WA,3607.56836270574,1
PA_WI,PA,WI,1055.8791012329,1
PA_WV,PA,WV,368.249012358506,0
PA_WY,PA,WY,2498.38037473147,1
RI_SC,RI,SC,1201.11302760353,1
RI_SD,RI,SD,2251.23438575992,1
RI_TN,RI,TN,1449.97101814449,1
RI_TX,RI,TX,2605.1102806241,1
RI_UT,RI,UT,3368.10436208094,0
RI_VA,RI,VA,698.760614318629,1
RI_VT,RI,VT,283.592851826304,0
RI_WA,RI,WA,3958.61160257698,1
RI_WI,RI,WI,1451.07480725294,1
RI_WV,RI,WV,853.487701539697,0
RI_WY,RI,WY,2912.66838496197,1
SC_SD,SC,SD,1905.64630002038,1
SC_TN,SC,TN,525.95792878944,1
SC_TX,SC,TX,1572.93708962928,1
SC_UT,SC,UT,2814.7386040969,0
SC_VA,SC,VA,510.782176473512,1
SC_VT,SC,VT,1324.72577440585,0
SC_WA,SC,WA,3682.49716891751,1
SC_WI,SC,WI,1282.11387400161,1
SC_WV,SC,WV,531.79975577159,0
SC_WY,SC,WY,2454.23944424754,1
SD_TN,SD,TN,1412.01346009352,1
SD_TX,SD,TX,1466.23742738887,1
SD_UT,SD,UT,1136.82511184298,0
SD_VA,SD,VA,1905.62452990161,1
SD_VT,SD,VT,2086.42696114486,0
SD_WA,SD,WA,1790.53814930298,1
SD_WI,SD,WI,800.955596980313,1
SD_WV,SD,WV,1628.55704550259,0
SD_WY,SD,WY,665.029234533949,1
TN_TX,TN,TX,1159.63570729766,1
TN_UT,TN,UT,2288.78067881652,0
TN_VA,TN,VA,793.020239443042,1
TN_VT,TN,VT,1475.0469126247,0
TN_WA,TN,WA,3170.60836021497,1
TN_WI,TN,WI,910.122483191224,1
TN_WV,TN,WV,598.687105500769,0
TN_WY,TN,WY,1933.4437816964,1
TX_UT,TX,UT,1684.26407538932,0
TX_VA,TX,VA,1949.98135184386,1
TX_VT,TX,VT,2602.60797594211,0
TX_WA,TX,WA,2759.18250660189,1
TX_WI,TX,WI,1604.43401924475,1
TX_WV,TX,WV,1751.65266272587,0
TX_WY,TX,WY,1567.11745806401,1
UT_VA,UT,VA,2942.55241272418,0
UT_VT,UT,VT,3217.94060234348,0
UT_WA,UT,WA,1094.19097303142,0
UT_WI,UT,WI,1921.35202307908,0
UT_WV,UT,WV,2667.64544236009,0
UT_WY,UT,WY,481.317876556027,0
VA_VT,VA,VT,815.708801533848,0
VA_WA,VA,WA,3691.12443378734,1
VA_WI,VA,WI,1150.76856415632,1
VA_WV,VA,WV,277.749610078456,0
VA_WY,VA,WY,2527.60590179583,1
VT_WA,VT,WA,3748.04948392619,0
VT_WI,VT,WI,1298.79847035343,0
VT_WV,VT,WV,884.648521550152,0
VT_WY,VT,WY,2751.43536982678,0
WA_WI,WA,WI,2554.06908584797,1
WA_WV,WA,WV,3415.41179523435,0
WA_WY,WA,WY,1256.50547249026,1
WI_WV,WI,WV,884.090651093268,0
WI_WY,WI,WY,1461.67611026939,1
WV_WY,WV,WY,2250.16352515432,0
